Q,H,P,Ph,ni,e,dHu
40.9999,62.6197,26256.6,6982.19,0.265922,0.640405,8.92344
41.0999,62.6217,26269.4,6999.44,0.266449,0.639158,8.95725
41.1999,62.6237,26282.2,7016.69,0.266975,0.637918,8.99115
41.2999,62.6256,26295,7033.94,0.267501,0.636684,9.02513
41.3999,62.6276,26307.8,7051.19,0.268026,0.635456,9.05919
41.4999,62.6295,26320.7,7068.44,0.268551,0.634234,9.09333
41.5999,62.6315,26333.5,7085.7,0.269076,0.633017,9.12756
41.6999,62.6334,26346.3,7102.95,0.2696,0.631807,9.16187
41.7999,62.6354,26359.1,7120.21,0.270123,0.630602,9.19625
41.8999,62.6373,26371.9,7137.46,0.270646,0.629403,9.23073
41.9999,62.6393,26384.8,7154.72,0.271169,0.62821,9.26528
42.0999,62.6412,26397.6,7171.98,0.271691,0.627022,9.29992
42.1999,62.6432,26410.4,7189.23,0.272212,0.62584,9.33464
42.2999,62.6451,26423.2,7206.49,0.272733,0.624664,9.36944
42.3999,62.6471,26436,7223.75,0.273254,0.623493,9.40433
42.4999,62.649,26448.9,7241.02,0.273774,0.622327,9.43929
42.5999,62.651,26461.7,7258.28,0.274294,0.621167,9.47434
42.6999,62.6529,26474.5,7275.54,0.274813,0.620013,9.50947
42.7999,62.6548,26487.3,7292.8,0.275332,0.618864,9.54469
42.8999,62.6568,26500.1,7310.07,0.27585,0.61772,9.57998
42.9999,62.6587,26513,7327.33,0.276368,0.616582,9.61536
43.0999,62.6606,26525.8,7344.6,0.276885,0.615449,9.65082
43.1999,62.6626,26538.6,7361.87,0.277402,0.614321,9.68637
43.2999,62.6645,26551.4,7379.14,0.277919,0.613198,9.72199
43.3999,62.6664,26564.2,7396.4,0.278435,0.612081,9.7577
43.4999,62.6683,26577.1,7413.67,0.27895,0.610968,9.79349
43.5999,62.6703,26589.9,7430.95,0.279465,0.609861,9.82936
43.6999,62.6722,26602.7,7448.22,0.27998,0.608759,9.86532
43.7999,62.6741,26615.5,7465.49,0.280494,0.607662,9.90136
43.8999,62.676,26628.4,7482.76,0.281007,0.60657,9.93748
43.9999,62.6779,26641.2,7500.04,0.28152,0.605483,9.97368
44.0999,62.6798,26654,7517.31,0.282033,0.6044,10.01
44.1999,62.6818,26666.8,7534.59,0.282545,0.603323,10.0463
44.2999,62.6837,26679.6,7551.86,0.283057,0.602251,10.0828
44.3999,62.6856,26692.5,7569.14,0.283569,0.601183,10.1193
44.4999,62.6875,26705.3,7586.42,0.284079,0.60012,10.1559
44.5999,62.6894,26718.1,7603.7,0.28459,0.599062,10.1926
44.6999,62.6913,26730.9,7620.98,0.2851,0.598009,10.2294
44.7999,62.6932,26743.7,7638.26,0.285609,0.59696,10.2663
44.8999,62.6951,26756.6,7655.54,0.286118,0.595916,10.3032
44.9999,62.697,26769.4,7672.82,0.286627,0.594877,10.3402
45.0999,62.6989,26782.2,7690.1,0.287135,0.593842,10.3773
45.1999,62.7008,26795,7707.39,0.287643,0.592812,10.4145
45.2999,62.7027,26807.8,7724.67,0.28815,0.591786,10.4518
45.3999,62.7046,26820.7,7741.96,0.288656,0.590765,10.4892
45.4999,62.7064,26833.5,7759.25,0.289163,0.589749,10.5266
45.5999,62.7083,26846.3,7776.53,0.289669,0.588736,10.5641
45.6999,62.7102,26859.1,7793.82,0.290174,0.587729,10.6017
45.7999,62.7121,26871.9,7811.11,0.290679,0.586725,10.6394
45.8999,62.714,26884.8,7828.4,0.291183,0.585726,10.6772
45.9999,62.7159,26897.6,7845.69,0.291687,0.584732,10.715
46.0999,62.7177,26910.4,7862.98,0.292191,0.583742,10.753
46.1999,62.7196,26923.2,7880.27,0.292694,0.582756,10.791
46.2999,62.7215,26936.1,7897.56,0.293197,0.581774,10.8291
46.3999,62.7234,26948.9,7914.86,0.293699,0.580796,10.8672
46.4999,62.7252,26961.7,7932.15,0.294201,0.579823,10.9055
46.5999,62.7271,26974.5,7949.45,0.294702,0.578854,10.9439
46.6999,62.729,26987.3,7966.74,0.295203,0.577889,10.9823
46.7999,62.7308,27000.2,7984.04,0.295704,0.576928,11.0208
46.8999,62.7327,27013,8001.34,0.296204,0.575971,11.0594
46.9999,62.7346,27025.8,8018.64,0.296703,0.575019,11.0981
47.0999,62.7364,27038.6,8035.94,0.297202,0.57407,11.1368
47.1999,62.7383,27051.4,8053.24,0.297701,0.573125,11.1756
47.2999,62.7402,27064.3,8070.54,0.298199,0.572185,11.2146
47.3998,62.742,27077.1,8087.84,0.298697,0.571248,11.2536
47.4998,62.7439,27089.9,8105.14,0.299194,0.570315,11.2927
47.5998,62.7457,27102.7,8122.44,0.299691,0.569387,11.3318
47.6998,62.7476,27115.5,8139.75,0.300188,0.568462,11.3711
47.7998,62.7494,27128.4,8157.05,0.300684,0.567541,11.4104
47.8998,62.7513,27141.2,8174.36,0.301179,0.566624,11.4498
47.9998,62.7531,27154,8191.66,0.301674,0.56571,11.4893
48.0998,62.7549,27166.8,8208.97,0.302169,0.564801,11.5289
48.1998,62.7568,27179.6,8226.28,0.302663,0.563895,11.5686
48.2998,62.7586,27192.5,8243.58,0.303157,0.562993,11.6083
48.3998,62.7605,27205.3,8260.89,0.30365,0.562095,11.6481
48.4998,62.7623,27218.1,8278.2,0.304143,0.5612,11.688
48.5998,62.7641,27230.9,8295.52,0.304636,0.560309,11.728
48.6998,62.766,27243.7,8312.83,0.305128,0.559422,11.7681
48.7998,62.7678,27256.6,8330.14,0.30562,0.558538,11.8083
48.8998,62.7696,27269.4,8347.45,0.306111,0.557658,11.8485
48.9998,62.7715,27282.2,8364.77,0.306601,0.556782,11.8888
49.0998,62.7733,27295,8382.08,0.307092,0.555909,11.9292
49.1998,62.7751,27307.8,8399.4,0.307582,0.55504,11.9697
49.2998,62.7769,27320.7,8416.71,0.308071,0.554174,12.0103
49.3998,62.7787,27333.5,8434.03,0.30856,0.553312,12.0509
49.4998,62.7806,27346.3,8451.34,0.309049,0.552453,12.0917
49.5998,62.7824,27359.1,8468.66,0.309537,0.551597,12.1325
49.6998,62.7842,27372,8485.98,0.310025,0.550746,12.1734
49.7998,62.786,27384.8,8503.3,0.310512,0.549897,12.2144
49.8998,62.7878,27397.6,8520.62,0.310999,0.549052,12.2554
49.9998,62.7896,27410.4,8537.94,0.311485,0.54821,12.2966
50.0998,62.7914,27423.2,8555.27,0.311971,0.547372,12.3378
50.1998,62.7932,27436.1,8572.59,0.312457,0.546537,12.3791
50.2998,62.795,27448.9,8589.91,0.312942,0.545705,12.4205
50.3998,62.7968,27461.7,8607.24,0.313427,0.544877,12.462
50.4998,62.7986,27474.5,8624.56,0.313911,0.544052,12.5035
50.5998,62.8004,27487.3,8641.89,0.314395,0.54323,12.5452
50.6998,62.8022,27500.2,8659.21,0.314879,0.542412,12.5869
50.7998,62.804,27513,8676.54,0.315362,0.541596,12.6287
50.8998,62.8058,27525.8,8693.87,0.315844,0.540784,12.6706
50.9998,62.8076,27538.6,8711.2,0.316326,0.539975,12.7125
51.0998,62.8094,27551.4,8728.52,0.316808,0.539169,12.7546
51.1998,62.8112,27564.3,8745.85,0.31729,0.538367,12.7967
51.2998,62.813,27577.1,8763.18,0.317771,0.537567,12.8389
51.3998,62.8148,27589.9,8780.52,0.318251,0.536771,12.8812
51.4998,62.8165,27602.7,8797.85,0.318731,0.535977,12.9236
51.5998,62.8183,27615.5,8815.18,0.319211,0.535187,12.9661
51.6998,62.8201,27628.4,8832.51,0.31969,0.5344,13.0086
51.7998,62.8219,27641.2,8849.85,0.320169,0.533616,13.0512
51.8998,62.8236,27654,8867.18,0.320647,0.532835,13.094
51.9998,62.8254,27666.8,8884.52,0.321125,0.532057,13.1367
52.0998,62.8272,27679.7,8901.85,0.321603,0.531282,13.1796
52.1998,62.829,27692.5,8919.19,0.32208,0.530509,13.2226
52.2998,62.8307,27705.3,8936.53,0.322557,0.52974,13.2656
52.3998,62.8325,27718.1,8953.87,0.323033,0.528974,13.3087
52.4998,62.8342,27730.9,8971.21,0.323509,0.528211,13.3519
52.5998,62.836,27743.8,8988.55,0.323984,0.52745,13.3952
52.6998,62.8378,27756.6,9005.89,0.32446,0.526693,13.4386
52.7998,62.8395,27769.4,9023.23,0.324934,0.525938,13.482
52.8998,62.8413,27782.2,9040.57,0.325409,0.525186,13.5256
52.9998,62.843,27795,9057.91,0.325882,0.524437,13.5692
53.0998,62.8448,27807.9,9075.25,0.326356,0.523691,13.6129
53.1998,62.8465,27820.7,9092.6,0.326829,0.522947,13.6567
53.2998,62.8483,27833.5,9109.94,0.327301,0.522207,13.7005
53.3998,62.85,27846.3,9127.29,0.327774,0.521469,13.7445
53.4998,62.8518,27859.1,9144.63,0.328245,0.520734,13.7885
53.5998,62.8535,27872,9161.98,0.328717,0.520002,13.8326
53.6998,62.8552,27884.8,9179.33,0.329188,0.519272,13.8768
53.7998,62.857,27897.6,9196.68,0.329658,0.518545,13.9211
53.8997,62.8587,27910.4,9214.02,0.330128,0.517821,13.9654
53.9997,62.8605,27923.2,9231.37,0.330598,0.517099,14.0099
54.0997,62.8622,27936.1,9248.72,0.331068,0.516381,14.0544
54.1997,62.8639,27948.9,9266.07,0.331536,0.515665,14.099
54.2997,62.8657,27961.7,9283.42,0.332005,0.514951,14.1437
54.3997,62.8674,27974.5,9300.78,0.332473,0.51424,14.1885
54.4997,62.8691,27987.3,9318.13,0.332941,0.513532,14.2333
54.5997,62.8708,28000.2,9335.48,0.333408,0.512826,14.2783
54.6997,62.8725,28013,9352.84,0.333875,0.512123,14.3233
54.7997,62.8743,28025.8,9370.19,0.334341,0.511422,14.3684
54.8997,62.876,28038.6,9387.55,0.334808,0.510724,14.4135
54.9997,62.8777,28051.4,9404.9,0.335273,0.510029,14.4588
55.0997,62.8794,28064.3,9422.26,0.335739,0.509336,14.5042
55.1997,62.8811,28077.1,9439.61,0.336203,0.508645,14.5496
55.2997,62.8828,28089.9,9456.97,0.336668,0.507958,14.5951
55.3997,62.8845,28102.7,9474.33,0.337132,0.507272,14.6407
55.4997,62.8862,28115.6,9491.69,0.337596,0.506589,14.6864
55.5997,62.8879,28128.4,9509.05,0.338059,0.505909,14.7321
55.6997,62.8896,28141.2,9526.41,0.338522,0.50523,14.778
55.7997,62.8913,28154,9543.77,0.338984,0.504555,14.8239
55.8997,62.893,28166.8,9561.13,0.339446,0.503882,14.8699
55.9997,62.8947,28179.7,9578.49,0.339908,0.503211,14.916
56.0997,62.8964,28192.5,9595.86,0.340369,0.502542,14.9621
56.1997,62.8981,28205.3,9613.22,0.34083,0.501876,15.0084
56.2997,62.8998,28218.1,9630.58,0.341291,0.501212,15.0547
56.3997,62.9015,28230.9,9647.95,0.341751,0.500551,15.1011
56.4997,62.9032,28243.8,9665.31,0.342211,0.499892,15.1476
56.5997,62.9049,28256.6,9682.68,0.34267,0.499235,15.1942
56.6997,62.9066,28269.4,9700.05,0.343129,0.498581,15.2409
56.7997,62.9082,28282.2,9717.41,0.343587,0.497929,15.2876
56.8997,62.9099,28295,9734.78,0.344045,0.497279,15.3345
56.9997,62.9116,28307.9,9752.15,0.344503,0.496632,15.3814
57.0997,62.9133,28320.7,9769.52,0.344961,0.495987,15.4284
57.1997,62.9149,28333.5,9786.89,0.345417,0.495344,15.4754
57.2997,62.9166,28346.3,9804.26,0.345874,0.494703,15.5226
57.3997,62.9183,28359.1,9821.63,0.34633,0.494064,15.5698
57.4997,62.9199,28372,9839,0.346786,0.493428,15.6172
57.5997,62.9216,28384.8,9856.37,0.347241,0.492794,15.6646
57.6997,62.9233,28397.6,9873.74,0.347696,0.492162,15.712
57.7997,62.9249,28410.4,9891.12,0.348151,0.491533,15.7596
57.8997,62.9266,28423.2,9908.49,0.348605,0.490905,15.8073
57.9997,62.9282,28436.1,9925.86,0.349059,0.49028,15.855
58.0997,62.9299,28448.9,9943.24,0.349512,0.489657,15.9028
58.1997,62.9316,28461.7,9960.62,0.349965,0.489035,15.9507
58.2997,62.9332,28474.5,9977.99,0.350418,0.488417,15.9987
58.3997,62.9349,28487.4,9995.37,0.35087,0.4878,16.0468
58.4997,62.9365,28500.2,10012.7,0.351322,0.487185,16.0949
58.5997,62.9382,28513,10030.1,0.351774,0.486573,16.1431
58.6997,62.9398,28525.8,10047.5,0.352225,0.485962,16.1915
58.7997,62.9414,28538.6,10064.9,0.352676,0.485354,16.2398
58.8997,62.9431,28551.5,10082.3,0.353126,0.484747,16.2883
58.9997,62.9447,28564.3,10099.6,0.353576,0.484143,16.3369
59.0997,62.9463,28577.1,10117,0.354025,0.483541,16.3855
59.1997,62.948,28589.9,10134.4,0.354475,0.48294,16.4342
59.2997,62.9496,28602.7,10151.8,0.354923,0.482342,16.483
59.3997,62.9512,28615.6,10169.2,0.355372,0.481746,16.5319
59.4997,62.9529,28628.4,10186.5,0.35582,0.481152,16.5809
59.5997,62.9545,28641.2,10203.9,0.356268,0.48056,16.63
59.6997,62.9561,28654,10221.3,0.356715,0.47997,16.6791
59.7997,62.9577,28666.8,10238.7,0.357162,0.479381,16.7283
59.8997,62.9594,28679.7,10256.1,0.357608,0.478795,16.7776
59.9997,62.961,28692.5,10273.5,0.358054,0.478211,16.827
60.0997,62.9626,28705.3,10290.9,0.3585,0.477628,16.8764
60.1997,62.9642,28718.1,10308.2,0.358946,0.477048,16.926
60.2997,62.9658,28730.9,10325.6,0.359391,0.47647,16.9756
60.3997,62.9674,28743.8,10343,0.359835,0.475893,17.0253
60.4996,62.969,28756.6,10360.4,0.36028,0.475318,17.0751
60.5996,62.9706,28769.4,10377.8,0.360723,0.474745,17.125
60.6996,62.9722,28782.2,10395.2,0.361167,0.474175,17.175
60.7996,62.9738,28795,10412.6,0.36161,0.473606,17.225
60.8996,62.9754,28807.9,10430,0.362053,0.473038,17.2751
60.9996,62.977,28820.7,10447.4,0.362495,0.472473,17.3253
61.0996,62.9786,28833.5,10464.8,0.362937,0.47191,17.3756
61.1996,62.9802,28846.3,10482.1,0.363379,0.471348,17.426
61.2996,62.9818,28859.2,10499.5,0.36382,0.470788,17.4764
61.3996,62.9834,28872,10516.9,0.364261,0.47023,17.527
61.4996,62.985,28884.8,10534.3,0.364701,0.469674,17.5776
61.5996,62.9866,28897.6,10551.7,0.365141,0.46912,17.6283
61.6996,62.9882,28910.4,10569.1,0.365581,0.468567,17.6791
61.7996,62.9897,28923.3,10586.5,0.366021,0.468017,17.7299
61.8996,62.9913,28936.1,10603.9,0.36646,0.467468,17.7809
61.9996,62.9929,28948.9,10621.3,0.366898,0.466921,17.8319
62.0996,62.9945,28961.7,10638.7,0.367337,0.466375,17.883
62.1996,62.996,28974.5,10656.1,0.367774,0.465831,17.9342
62.2996,62.9976,28987.4,10673.5,0.368212,0.46529,17.9855
62.3996,62.9992,29000.2,10690.9,0.368649,0.464749,18.0369
62.4996,63.0008,29013,10708.3,0.369086,0.464211,18.0883
62.5996,63.0023,29025.8,10725.7,0.369522,0.463674,18.1398
62.6996,63.0039,29038.6,10743.1,0.369958,0.463139,18.1914
62.7996,63.0054,29051.5,10760.5,0.370394,0.462606,18.2431
62.8996,63.007,29064.3,10777.9,0.370829,0.462074,18.2949
62.9996,63.0086,29077.1,10795.3,0.371264,0.461544,18.3467
63.0996,63.0101,29089.9,10812.7,0.371699,0.461016,18.3987
63.1996,63.0117,29102.7,10830.1,0.372133,0.460489,18.4507
63.2996,63.0132,29115.6,10847.5,0.372567,0.459964,18.5028
63.3996,63.0148,29128.4,10864.9,0.373001,0.459441,18.555
63.4996,63.0163,29141.2,10882.3,0.373434,0.45892,18.6072
63.5996,63.0178,29154,10899.7,0.373866,0.4584,18.6596
63.6996,63.0194,29166.8,10917.1,0.374299,0.457881,18.712
63.7996,63.0209,29179.7,10934.5,0.374731,0.457364,18.7645
63.8996,63.0225,29192.5,10951.9,0.375163,0.456849,18.8171
63.9996,63.024,29205.3,10969.3,0.375594,0.456336,18.8698
64.0996,63.0255,29218.1,10986.7,0.376025,0.455824,18.9226
64.1996,63.0271,29231,11004.1,0.376455,0.455314,18.9754
64.2996,63.0286,29243.8,11021.6,0.376886,0.454805,19.0283
64.3996,63.0301,29256.6,11039,0.377315,0.454298,19.0813
64.4996,63.0317,29269.4,11056.4,0.377745,0.453792,19.1344
64.5996,63.0332,29282.2,11073.8,0.378174,0.453288,19.1876
64.6996,63.0347,29295.1,11091.2,0.378603,0.452786,19.2408
64.7996,63.0362,29307.9,11108.6,0.379031,0.452285,19.2942
64.8996,63.0377,29320.7,11126,0.379459,0.451786,19.3476
64.9996,63.0393,29333.5,11143.4,0.379887,0.451288,19.4011
65.0996,63.0408,29346.3,11160.8,0.380314,0.450792,19.4547
65.1996,63.0423,29359.2,11178.2,0.380741,0.450297,19.5083
65.2996,63.0438,29372,11195.7,0.381168,0.449804,19.5621
65.3996,63.0453,29384.8,11213.1,0.381594,0.449312,19.6159
65.4996,63.0468,29397.6,11230.5,0.38202,0.448822,19.6698
65.5996,63.0483,29410.4,11247.9,0.382446,0.448333,19.7238
65.6996,63.0498,29423.3,11265.3,0.382871,0.447846,19.7779
65.7996,63.0513,29436.1,11282.7,0.383296,0.44736,19.8321
65.8996,63.0528,29448.9,11300.1,0.38372,0.446876,19.8863
65.9996,63.0543,29461.7,11317.6,0.384144,0.446393,19.9406
66.0996,63.0558,29474.5,11335,0.384568,0.445911,19.995
66.1996,63.0573,29487.4,11352.4,0.384992,0.445431,20.0495
66.2996,63.0588,29500.2,11369.8,0.385415,0.444953,20.1041
66.3996,63.0602,29513,11387.2,0.385838,0.444476,20.1587
66.4996,63.0617,29525.8,11404.6,0.38626,0.444,20.2135
66.5996,63.0632,29538.6,11422.1,0.386682,0.443526,20.2683
66.6996,63.0647,29551.5,11439.5,0.387104,0.443053,20.3232
66.7996,63.0662,29564.3,11456.9,0.387525,0.442582,20.3782
66.8996,63.0676,29577.1,11474.3,0.387946,0.442112,20.4332
66.9995,63.0691,29589.9,11491.7,0.388366,0.441644,20.4884
67.0995,63.0706,29602.8,11509.2,0.388787,0.441177,20.5436
67.1995,63.0721,29615.6,11526.6,0.389207,0.440711,20.5989
67.2995,63.0735,29628.4,11544,0.389626,0.440247,20.6543
67.3995,63.075,29641.2,11561.4,0.390045,0.439784,20.7098
67.4995,63.0765,29654,11578.8,0.390464,0.439322,20.7654
67.5995,63.0779,29666.9,11596.3,0.390883,0.438862,20.821
67.6995,63.0794,29679.7,11613.7,0.391301,0.438403,20.8767
67.7995,63.0808,29692.5,11631.1,0.391719,0.437945,20.9325
67.8995,63.0823,29705.3,11648.5,0.392136,0.437489,20.9884
67.9995,63.0837,29718.1,11666,0.392553,0.437034,21.0444
68.0995,63.0852,29731,11683.4,0.39297,0.436581,21.1005
68.1995,63.0866,29743.8,11700.8,0.393387,0.436129,21.1566
68.2995,63.0881,29756.6,11718.2,0.393803,0.435678,21.2128
68.3995,63.0895,29769.4,11735.7,0.394219,0.435228,21.2691
68.4995,63.091,29782.2,11753.1,0.394634,0.43478,21.3255
68.5995,63.0924,29795.1,11770.5,0.395049,0.434333,21.382
68.6995,63.0938,29807.9,11787.9,0.395464,0.433888,21.4385
68.7995,63.0953,29820.7,11805.4,0.395878,0.433443,21.4951
68.8995,63.0967,29833.5,11822.8,0.396292,0.433,21.5518
68.9995,63.0981,29846.3,11840.2,0.396706,0.432559,21.6086
69.0995,63.0996,29859.2,11857.6,0.397119,0.432118,21.6655
69.1995,63.101,29872,11875.1,0.397532,0.431679,21.7225
69.2995,63.1024,29884.8,11892.5,0.397945,0.431241,21.7795
69.3995,63.1038,29897.6,11909.9,0.398357,0.430805,21.8366
69.4995,63.1053,29910.4,11927.4,0.398769,0.430369,21.8939
69.5995,63.1067,29923.3,11944.8,0.399181,0.429935,21.9511
69.6995,63.1081,29936.1,11962.2,0.399592,0.429502,22.0085
69.7995,63.1095,29948.9,11979.7,0.400003,0.429071,22.066
69.8995,63.1109,29961.7,11997.1,0.400414,0.42864,22.1235
69.9995,63.1123,29974.6,12014.5,0.400824,0.428211,22.1811
70.0995,63.1137,29987.4,12031.9,0.401234,0.427783,22.2388
70.1995,63.1152,30000.2,12049.4,0.401643,0.427356,22.2966
70.2995,63.1166,30013,12066.8,0.402053,0.426931,22.3545
70.3995,63.118,30025.8,12084.2,0.402462,0.426506,22.4124
70.4995,63.1194,30038.7,12101.7,0.40287,0.426083,22.4705
70.5995,63.1207,30051.5,12119.1,0.403278,0.425661,22.5286
70.6995,63.1221,30064.3,12136.5,0.403686,0.425241,22.5868
70.7995,63.1235,30077.1,12154,0.404094,0.424821,22.645
70.8995,63.1249,30089.9,12171.4,0.404501,0.424403,22.7034
70.9995,63.1263,30102.8,12188.8,0.404908,0.423986,22.7618
71.0995,63.1277,30115.6,12206.3,0.405315,0.42357,22.8204
71.1995,63.1291,30128.4,12223.7,0.405721,0.423155,22.879
71.2995,63.1305,30141.2,12241.2,0.406127,0.422741,22.9377
71.3995,63.1318,30154,12258.6,0.406532,0.422329,22.9964
71.4995,63.1332,30166.9,12276,0.406938,0.421917,23.0553
71.5995,63.1346,30179.7,12293.5,0.407342,0.421507,23.1142
71.6995,63.136,30192.5,12310.9,0.407747,0.421098,23.1732
71.7995,63.1373,30205.3,12328.3,0.408151,0.42069,23.2323
71.8995,63.1387,30218.1,12345.8,0.408555,0.420283,23.2915
71.9995,63.1401,30231,12363.2,0.408959,0.419878,23.3508
72.0995,63.1414,30243.8,12380.7,0.409362,0.419473,23.4101
72.1995,63.1428,30256.6,12398.1,0.409765,0.41907,23.4696
72.2995,63.1442,30269.4,12415.5,0.410167,0.418667,23.5291
72.3995,63.1455,30282.2,12433,0.41057,0.418266,23.5887
72.4995,63.1469,30295.1,12450.4,0.410972,0.417866,23.6484
72.5995,63.1482,30307.9,12467.9,0.411373,0.417467,23.7081
72.6995,63.1496,30320.7,12485.3,0.411774,0.417069,23.768
72.7995,63.1509,30333.5,12502.7,0.412175,0.416672,23.8279
72.8995,63.1523,30346.4,12520.2,0.412576,0.416277,23.8879
72.9995,63.1536,30359.2,12537.6,0.412976,0.415882,23.948
73.0995,63.155,30372,12555.1,0.413376,0.415489,24.0082
73.1995,63.1563,30384.8,12572.5,0.413776,0.415096,24.0684
73.2995,63.1576,30397.6,12589.9,0.414175,0.414705,24.1287
73.3995,63.159,30410.5,12607.4,0.414574,0.414314,24.1892
73.4995,63.1603,30423.3,12624.8,0.414973,0.413925,24.2497
73.5994,63.1616,30436.1,12642.3,0.415371,0.413537,24.3103
73.6994,63.163,30448.9,12659.7,0.415769,0.41315,24.3709
73.7994,63.1643,30461.7,12677.2,0.416166,0.412764,24.4317
73.8994,63.1656,30474.6,12694.6,0.416564,0.412379,24.4925
73.9994,63.1669,30487.4,12712,0.416961,0.411995,24.5534
74.0994,63.1683,30500.2,12729.5,0.417357,0.411612,24.6144
74.1994,63.1696,30513,12746.9,0.417754,0.41123,24.6755
74.2994,63.1709,30525.8,12764.4,0.41815,0.410849,24.7366
74.3994,63.1722,30538.7,12781.8,0.418545,0.410469,24.7979
74.4994,63.1735,30551.5,12799.3,0.418941,0.41009,24.8592
74.5994,63.1748,30564.3,12816.7,0.419336,0.409712,24.9206
74.6994,63.1761,30577.1,12834.2,0.419731,0.409335,24.9821
74.7994,63.1774,30589.9,12851.6,0.420125,0.40896,25.0437
74.8994,63.1787,30602.8,12869,0.420519,0.408585,25.1053
74.9994,63.18,30615.6,12886.5,0.420913,0.408211,25.1671
75.0994,63.1813,30628.4,12903.9,0.421306,0.407838,25.2289
75.1994,63.1826,30641.2,12921.4,0.421699,0.407466,25.2908
75.2994,63.1839,30654,12938.8,0.422092,0.407095,25.3528
75.3994,63.1852,30666.9,12956.3,0.422485,0.406726,25.4149
75.4994,63.1865,30679.7,12973.7,0.422877,0.406357,25.477
75.5994,63.1878,30692.5,12991.2,0.423269,0.405989,25.5392
75.6994,63.1891,30705.3,13008.6,0.42366,0.405622,25.6015
75.7994,63.1904,30718.2,13026.1,0.424052,0.405256,25.6639
75.8994,63.1916,30731,13043.5,0.424442,0.404891,25.7264
75.9994,63.1929,30743.8,13061,0.424833,0.404527,25.789
76.0994,63.1942,30756.6,13078.4,0.425223,0.404164,25.8516
76.1994,63.1955,30769.4,13095.9,0.425613,0.403801,25.9144
76.2994,63.1967,30782.3,13113.3,0.426003,0.40344,25.9772
76.3994,63.198,30795.1,13130.8,0.426392,0.40308,26.04
76.4994,63.1993,30807.9,13148.2,0.426781,0.402721,26.103
76.5994,63.2005,30820.7,13165.7,0.42717,0.402362,26.1661
76.6994,63.2018,30833.5,13183.1,0.427558,0.402005,26.2292
76.7994,63.2031,30846.4,13200.6,0.427946,0.401648,26.2924
76.8994,63.2043,30859.2,13218,0.428334,0.401293,26.3557
76.9994,63.2056,30872,13235.5,0.428721,0.400938,26.4191
77.0994,63.2068,30884.8,13252.9,0.429108,0.400584,26.4826
77.1994,63.2081,30897.6,13270.4,0.429495,0.400232,26.5461
77.2994,63.2093,30910.5,13287.8,0.429882,0.39988,26.6098
77.3994,63.2106,30923.3,13305.3,0.430268,0.399529,26.6735
77.4994,63.2118,30936.1,13322.7,0.430653,0.399179,26.7373
77.5994,63.2131,30948.9,13340.2,0.431039,0.398829,26.8012
77.6994,63.2143,30961.7,13357.6,0.431424,0.398481,26.8651
77.7994,63.2155,30974.6,13375.1,0.431809,0.398134,26.9292
77.8994,63.2168,30987.4,13392.6,0.432194,0.397787,26.9933
77.9994,63.218,31000.2,13410,0.432578,0.397442,27.0575
78.0994,63.2192,31013,13427.5,0.432962,0.397097,27.1218
78.1994,63.2205,31025.8,13444.9,0.433346,0.396753,27.1862
78.2994,63.2217,31038.7,13462.4,0.433729,0.39641,27.2506
78.3994,63.2229,31051.5,13479.8,0.434112,0.396068,27.3152
78.4994,63.2241,31064.3,13497.3,0.434495,0.395727,27.3798
78.5994,63.2253,31077.1,13514.7,0.434877,0.395387,27.4445
78.6994,63.2266,31090,13532.2,0.435259,0.395047,27.5093
78.7994,63.2278,31102.8,13549.6,0.435641,0.394708,27.5741
78.8994,63.229,31115.6,13567.1,0.436022,0.394371,27.6391
78.9994,63.2302,31128.4,13584.5,0.436404,0.394034,27.7041
79.0994,63.2314,31141.2,13602,0.436784,0.393698,27.7692
79.1994,63.2326,31154.1,13619.5,0.437165,0.393362,27.8344
79.2994,63.2338,31166.9,13636.9,0.437545,0.393028,27.8997
79.3994,63.235,31179.7,13654.4,0.437925,0.392695,27.9651
79.4994,63.2362,31192.5,13671.8,0.438305,0.392362,28.0305
79.5994,63.2374,31205.3,13689.3,0.438684,0.39203,28.096
79.6994,63.2386,31218.2,13706.7,0.439063,0.391699,28.1616
79.7994,63.2398,31231,13724.2,0.439442,0.391369,28.2273
79.8994,63.241,31243.8,13741.7,0.43982,0.391039,28.2931
79.9994,63.2422,31256.6,13759.1,0.440198,0.390711,28.359
80.0993,63.2434,31269.4,13776.6,0.440576,0.390383,28.4249
80.1993,63.2445,31282.3,13794,0.440954,0.390056,28.4909
80.2993,63.2457,31295.1,13811.5,0.441331,0.38973,28.557
80.3993,63.2469,31307.9,13828.9,0.441708,0.389405,28.6232
80.4993,63.2481,31320.7,13846.4,0.442084,0.38908,28.6895
80.5993,63.2493,31333.5,13863.9,0.44246,0.388757,28.7558
80.6993,63.2504,31346.4,13881.3,0.442836,0.388434,28.8223
80.7993,63.2516,31359.2,13898.8,0.443212,0.388112,28.8888
80.8993,63.2528,31372,13916.2,0.443587,0.387791,28.9554
80.9993,63.2539,31384.8,13933.7,0.443962,0.38747,29.022
81.0993,63.2551,31397.6,13951.1,0.444337,0.387151,29.0888
81.1993,63.2562,31410.5,13968.6,0.444712,0.386832,29.1557
81.2993,63.2574,31423.3,13986.1,0.445086,0.386514,29.2226
81.3993,63.2586,31436.1,14003.5,0.44546,0.386196,29.2896
