Q	H	P	Ph	ni	e	dHu
42.3999	104.299	34085.7	12026.6	0.352835	0.803909	9.40433
42.4999	104.299	34107.1	12055	0.353444	0.802522	9.43929
42.5999	104.299	34128.6	12083.3	0.354053	0.801141	9.47434
42.6999	104.299	34150	12111.7	0.354662	0.799767	9.50947
42.7999	104.299	34171.4	12140	0.355269	0.798399	9.54469
42.8999	104.299	34192.8	12168.4	0.355876	0.797037	9.57998
42.9999	104.299	34214.3	12196.8	0.356482	0.795682	9.61536
43.0999	104.299	34235.7	12225.1	0.357087	0.794333	9.65082
43.1999	104.299	34257.1	12253.5	0.357691	0.792991	9.68637
43.2999	104.299	34278.6	12281.8	0.358295	0.791654	9.72199
43.3999	104.299	34300	12310.2	0.358898	0.790324	9.7577
43.4999	104.299	34321.4	12338.5	0.3595	0.789	9.79349
43.5999	104.298	34342.8	12366.9	0.360101	0.787681	9.82936
43.6999	104.298	34364.3	12395.2	0.360702	0.786369	9.86532
43.7999	104.298	34385.7	12423.6	0.361301	0.785063	9.90136
43.8999	104.298	34407.1	12452	0.361901	0.783763	9.93748
43.9999	104.298	34428.6	12480.3	0.362499	0.782469	9.97368
44.0999	104.298	34450	12508.7	0.363097	0.78118	10.01
44.1999	104.298	34471.4	12537	0.363693	0.779898	10.0463
44.2999	104.298	34492.8	12565.4	0.364289	0.778621	10.0828
44.3999	104.298	34514.3	12593.7	0.364885	0.77735	10.1193
44.4999	104.298	34535.7	12622.1	0.365479	0.776085	10.1559
44.5999	104.298	34557.1	12650.4	0.366073	0.774825	10.1926
44.6999	104.298	34578.5	12678.8	0.366666	0.773571	10.2294
44.7999	104.297	34600	12707.1	0.367259	0.772323	10.2663
44.8999	104.297	34621.4	12735.5	0.36785	0.77108	10.3032
44.9999	104.297	34642.8	12763.8	0.368441	0.769843	10.3402
45.0999	104.297	34664.3	12792.2	0.369031	0.768611	10.3773
45.1999	104.297	34685.7	12820.5	0.369621	0.767384	10.4145
45.2999	104.297	34707.1	12848.9	0.370209	0.766164	10.4518
45.3999	104.297	34728.5	12877.3	0.370797	0.764948	10.4892
45.4999	104.297	34750	12905.6	0.371385	0.763738	10.5266
45.5999	104.297	34771.4	12934	0.371971	0.762533	10.5641
45.6999	104.297	34792.8	12962.3	0.372557	0.761333	10.6017
45.7999	104.297	34814.3	12990.7	0.373142	0.760139	10.6394
45.8999	104.296	34835.7	13019	0.373726	0.75895	10.6772
45.9999	104.296	34857.1	13047.4	0.37431	0.757766	10.715
46.0999	104.296	34878.5	13075.7	0.374893	0.756587	10.753
46.1999	104.296	34900	13104.1	0.375475	0.755413	10.791
46.2999	104.296	34921.4	13132.4	0.376056	0.754244	10.8291
46.3999	104.296	34942.8	13160.8	0.376637	0.75308	10.8672
46.4999	104.296	34964.3	13189.1	0.377217	0.751922	10.9055
46.5999	104.296	34985.7	13217.5	0.377796	0.750768	10.9439
46.6999	104.296	35007.1	13245.8	0.378375	0.749619	10.9823
46.7999	104.295	35028.5	13274.2	0.378953	0.748475	11.0208
46.8999	104.295	35050	13302.5	0.37953	0.747336	11.0594
46.9999	104.295	35071.4	13330.9	0.380106	0.746202	11.0981
47.0999	104.295	35092.8	13359.2	0.380682	0.745073	11.1368
47.1999	104.295	35114.3	13387.5	0.381257	0.743948	11.1756
47.2999	104.295	35135.7	13415.9	0.381831	0.742829	11.2146
47.3998	104.295	35157.1	13444.2	0.382405	0.741714	11.2536
47.4998	104.295	35178.5	13472.6	0.382978	0.740603	11.2927
47.5998	104.295	35200	13500.9	0.38355	0.739498	11.3318
47.6998	104.294	35221.4	13529.3	0.384121	0.738396	11.3711
47.7998	104.294	35242.8	13557.6	0.384692	0.7373	11.4104
47.8998	104.294	35264.2	13586	0.385262	0.736208	11.4498
47.9998	104.294	35285.7	13614.3	0.385832	0.735121	11.4893
48.0998	104.294	35307.1	13642.7	0.3864	0.734038	11.5289
48.1998	104.294	35328.5	13671	0.386968	0.73296	11.5686
48.2998	104.294	35350	13699.4	0.387536	0.731886	11.6083
48.3998	104.294	35371.4	13727.7	0.388102	0.730816	11.6481
48.4998	104.293	35392.8	13756.1	0.388668	0.729751	11.688
48.5998	104.293	35414.2	13784.4	0.389234	0.728691	11.728
48.6998	104.293	35435.7	13812.8	0.389798	0.727635	11.7681
48.7998	104.293	35457.1	13841.1	0.390362	0.726583	11.8083
48.8998	104.293	35478.5	13869.5	0.390925	0.725535	11.8485
48.9998	104.293	35500	13897.8	0.391488	0.724492	11.8888
49.0998	104.293	35521.4	13926.1	0.39205	0.723453	11.9292
49.1998	104.293	35542.8	13954.5	0.392611	0.722418	11.9697
49.2998	104.292	35564.2	13982.8	0.393171	0.721387	12.0103
49.3998	104.292	35585.7	14011.2	0.393731	0.72036	12.0509
49.4998	104.292	35607.1	14039.5	0.39429	0.719338	12.0917
49.5998	104.292	35628.5	14067.9	0.394849	0.71832	12.1325
49.6998	104.292	35650	14096.2	0.395406	0.717306	12.1734
49.7998	104.292	35671.4	14124.6	0.395964	0.716296	12.2144
49.8998	104.292	35692.8	14152.9	0.39652	0.71529	12.2554
49.9998	104.292	35714.2	14181.3	0.397076	0.714288	12.2966
50.0998	104.292	35735.7	14209.6	0.397631	0.71329	12.3378
50.1998	104.291	35757.1	14238	0.398185	0.712296	12.3791
50.2998	104.291	35778.5	14266.3	0.398739	0.711306	12.4205
50.3998	104.291	35800	14294.6	0.399292	0.710319	12.462
50.4998	104.291	35821.4	14323	0.399845	0.709337	12.5035
50.5998	104.291	35842.8	14351.3	0.400396	0.708359	12.5452
50.6998	104.291	35864.2	14379.7	0.400947	0.707384	12.5869
50.7998	104.291	35885.7	14408	0.401498	0.706414	12.6287
50.8998	104.291	35907.1	14436.4	0.402048	0.705447	12.6706
50.9998	104.29	35928.5	14464.7	0.402597	0.704484	12.7125
51.0998	104.29	35950	14493.1	0.403145	0.703525	12.7546
51.1998	104.29	35971.4	14521.4	0.403693	0.702569	12.7967
51.2998	104.29	35992.8	14549.7	0.40424	0.701617	12.8389
51.3998	104.29	36014.2	14578.1	0.404787	0.700669	12.8812
51.4998	104.29	36035.7	14606.4	0.405333	0.699725	12.9236
51.5998	104.29	36057.1	14634.8	0.405878	0.698784	12.9661
51.6998	104.29	36078.5	14663.1	0.406423	0.697847	13.0086
51.7998	104.289	36100	14691.5	0.406966	0.696913	13.0512
51.8998	104.289	36121.4	14719.8	0.40751	0.695983	13.094
51.9998	104.289	36142.8	14748.2	0.408052	0.695057	13.1367
52.0998	104.289	36164.2	14776.5	0.408594	0.694134	13.1796
52.1998	104.289	36185.7	14804.8	0.409136	0.693215	13.2226
52.2998	104.289	36207.1	14833.2	0.409676	0.692299	13.2656
52.3998	104.289	36228.5	14861.5	0.410217	0.691387	13.3087
52.4998	104.289	36250	14889.9	0.410756	0.690478	13.3519
52.5998	104.288	36271.4	14918.2	0.411295	0.689573	13.3952
52.6998	104.288	36292.8	14946.6	0.411833	0.688671	13.4386
52.7998	104.288	36314.2	14974.9	0.41237	0.687773	13.482
52.8998	104.288	36335.7	15003.3	0.412907	0.686878	13.5256
52.9998	104.288	36357.1	15031.6	0.413443	0.685986	13.5692
53.0998	104.288	36378.5	15059.9	0.413979	0.685098	13.6129
53.1998	104.288	36399.9	15088.3	0.414514	0.684213	13.6567
53.2998	104.288	36421.4	15116.6	0.415049	0.683331	13.7005
53.3998	104.288	36442.8	15145	0.415582	0.682453	13.7445
53.4998	104.287	36464.2	15173.3	0.416115	0.681578	13.7885
53.5998	104.287	36485.7	15201.7	0.416648	0.680706	13.8326
53.6998	104.287	36507.1	15230	0.41718	0.679837	13.8768
53.7998	104.287	36528.5	15258.4	0.417711	0.678972	13.9211
53.8997	104.287	36549.9	15286.7	0.418242	0.67811	13.9654
53.9997	104.287	36571.4	15315	0.418771	0.677251	14.0099
54.0997	104.287	36592.8	15343.4	0.419301	0.676395	14.0544
54.1997	104.287	36614.2	15371.7	0.41983	0.675542	14.099
54.2997	104.287	36635.7	15400.1	0.420358	0.674693	14.1437
54.3997	104.286	36657.1	15428.4	0.420885	0.673847	14.1885
54.4997	104.286	36678.5	15456.8	0.421412	0.673003	14.2333
54.5997	104.286	36699.9	15485.1	0.421938	0.672163	14.2783
54.6997	104.286	36721.4	15513.5	0.422464	0.671326	14.3233
54.7997	104.286	36742.8	15541.8	0.422989	0.670492	14.3684
54.8997	104.286	36764.2	15570.2	0.423514	0.669661	14.4135
54.9997	104.286	36785.7	15598.5	0.424037	0.668833	14.4588
55.0997	104.286	36807.1	15626.8	0.424561	0.668008	14.5042
55.1997	104.286	36828.5	15655.2	0.425083	0.667186	14.5496
55.2997	104.285	36849.9	15683.5	0.425605	0.666367	14.5951
55.3997	104.285	36871.4	15711.9	0.426127	0.665552	14.6407
55.4997	104.285	36892.8	15740.2	0.426648	0.664738	14.6864
55.5997	104.285	36914.2	15768.6	0.427168	0.663928	14.7321
55.6997	104.285	36935.7	15796.9	0.427687	0.663121	14.778
55.7997	104.285	36957.1	15825.3	0.428206	0.662317	14.8239
55.8997	104.285	36978.5	15853.6	0.428725	0.661515	14.8699
55.9997	104.285	36999.9	15881.9	0.429243	0.660716	14.916
56.0997	104.285	37021.4	15910.3	0.42976	0.659921	14.9621
56.1997	104.285	37042.8	15938.6	0.430276	0.659128	15.0084
56.2997	104.285	37064.2	15967	0.430792	0.658338	15.0547
56.3997	104.284	37085.7	15995.3	0.431308	0.65755	15.1011
56.4997	104.284	37107.1	16023.7	0.431823	0.656766	15.1476
56.5997	104.284	37128.5	16052	0.432337	0.655984	15.1942
56.6997	104.284	37149.9	16080.4	0.432851	0.655205	15.2409
56.7997	104.284	37171.4	16108.7	0.433364	0.654429	15.2876
56.8997	104.284	37192.8	16137.1	0.433876	0.653655	15.3345
56.9997	104.284	37214.2	16165.4	0.434388	0.652885	15.3814
57.0997	104.284	37235.6	16193.8	0.434899	0.652116	15.4284
57.1997	104.284	37257.1	16222.1	0.43541	0.651351	15.4754
57.2997	104.284	37278.5	16250.5	0.43592	0.650588	15.5226
57.3997	104.284	37299.9	16278.8	0.43643	0.649828	15.5698
57.4997	104.283	37321.4	16307.1	0.436939	0.649071	15.6172
57.5997	104.283	37342.8	16335.5	0.437447	0.648316	15.6646
57.6997	104.283	37364.2	16363.8	0.437955	0.647564	15.712
57.7997	104.283	37385.6	16392.2	0.438462	0.646814	15.7596
57.8997	104.283	37407.1	16420.5	0.438969	0.646067	15.8073
57.9997	104.283	37428.5	16448.9	0.439475	0.645323	15.855
58.0997	104.283	37449.9	16477.2	0.43998	0.644581	15.9028
58.1997	104.283	37471.4	16505.6	0.440485	0.643841	15.9507
58.2997	104.283	37492.8	16533.9	0.44099	0.643104	15.9987
58.3997	104.283	37514.2	16562.3	0.441493	0.64237	16.0468
58.4997	104.283	37535.6	16590.6	0.441996	0.641639	16.0949
58.5997	104.283	37557.1	16619	0.442499	0.640909	16.1431
58.6997	104.283	37578.5	16647.3	0.443001	0.640182	16.1915
58.7997	104.282	37599.9	16675.7	0.443503	0.639458	16.2398
58.8997	104.282	37621.4	16704	0.444004	0.638736	16.2883
58.9997	104.282	37642.8	16732.4	0.444504	0.638017	16.3369
59.0997	104.282	37664.2	16760.7	0.445004	0.6373	16.3855
59.1997	104.282	37685.6	16789.1	0.445503	0.636585	16.4342
59.2997	104.282	37707.1	16817.4	0.446002	0.635873	16.483
59.3997	104.282	37728.5	16845.8	0.4465	0.635163	16.5319
59.4997	104.282	37749.9	16874.1	0.446997	0.634456	16.5809
59.5997	104.282	37771.4	16902.5	0.447494	0.633751	16.63
59.6997	104.282	37792.8	16930.8	0.447991	0.633049	16.6791
59.7997	104.282	37814.2	16959.2	0.448487	0.632348	16.7283
59.8997	104.282	37835.6	16987.5	0.448982	0.63165	16.7776
59.9997	104.282	37857.1	17015.9	0.449477	0.630955	16.827
60.0997	104.282	37878.5	17044.2	0.449971	0.630262	16.8764
60.1997	104.282	37899.9	17072.6	0.450464	0.62957	16.926
60.2997	104.282	37921.4	17100.9	0.450958	0.628882	16.9756
60.3997	104.282	37942.8	17129.3	0.45145	0.628195	17.0253
60.4996	104.282	37964.2	17157.6	0.451942	0.627511	17.0751
60.5996	104.281	37985.6	17186	0.452433	0.626829	17.125
60.6996	104.281	38007.1	17214.3	0.452924	0.62615	17.175
60.7996	104.281	38028.5	17242.7	0.453415	0.625472	17.225
60.8996	104.281	38049.9	17271	0.453905	0.624797	17.2751
60.9996	104.281	38071.4	17299.4	0.454394	0.624124	17.3253
61.0996	104.281	38092.8	17327.7	0.454883	0.623453	17.3756
61.1996	104.281	38114.2	17356.1	0.455371	0.622785	17.426
61.2996	104.281	38135.6	17384.4	0.455858	0.622118	17.4764
61.3996	104.281	38157.1	17412.8	0.456345	0.621454	17.527
61.4996	104.281	38178.5	17441.2	0.456832	0.620792	17.5776
61.5996	104.281	38199.9	17469.5	0.457318	0.620132	17.6283
61.6996	104.281	38221.4	17497.9	0.457803	0.619475	17.6791
61.7996	104.281	38242.8	17526.2	0.458288	0.618819	17.7299
61.8996	104.281	38264.2	17554.6	0.458773	0.618165	17.7809
61.9996	104.281	38285.6	17582.9	0.459257	0.617514	17.8319
62.0996	104.281	38307.1	17611.3	0.45974	0.616865	17.883
62.1996	104.281	38328.5	17639.6	0.460223	0.616217	17.9342
62.2996	104.281	38349.9	17668	0.460705	0.615572	17.9855
62.3996	104.281	38371.3	17696.3	0.461186	0.614929	18.0369
62.4996	104.281	38392.8	17724.7	0.461668	0.614288	18.0883
62.5996	104.281	38414.2	17753.1	0.462148	0.613649	18.1398
62.6996	104.281	38435.6	17781.4	0.462628	0.613012	18.1914
62.7996	104.281	38457.1	17809.8	0.463108	0.612377	18.2431
62.8996	104.281	38478.5	17838.1	0.463587	0.611744	18.2949
62.9996	104.281	38499.9	17866.5	0.464066	0.611114	18.3467
63.0996	104.281	38521.3	17894.8	0.464544	0.610485	18.3987
63.1996	104.281	38542.8	17923.2	0.465021	0.609858	18.4507
63.2996	104.281	38564.2	17951.6	0.465498	0.609233	18.5028
63.3996	104.281	38585.6	17979.9	0.465974	0.60861	18.555
63.4996	104.281	38607.1	18008.3	0.46645	0.607989	18.6072
63.5996	104.281	38628.5	18036.6	0.466926	0.60737	18.6596
63.6996	104.281	38649.9	18065	0.467401	0.606753	18.712
63.7996	104.281	38671.3	18093.4	0.467875	0.606138	18.7645
63.8996	104.281	38692.8	18121.7	0.468349	0.605525	18.8171
63.9996	104.281	38714.2	18150.1	0.468822	0.604913	18.8698
64.0996	104.281	38735.6	18178.4	0.469295	0.604304	18.9226
64.1996	104.281	38757.1	18206.8	0.469767	0.603696	18.9754
64.2996	104.281	38778.5	18235.1	0.470239	0.603091	19.0283
64.3996	104.281	38799.9	18263.5	0.47071	0.602487	19.0813
64.4996	104.281	38821.3	18291.9	0.471181	0.601885	19.1344
64.5996	104.281	38842.8	18320.2	0.471651	0.601285	19.1876
64.6996	104.281	38864.2	18348.6	0.472121	0.600687	19.2408
64.7996	104.281	38885.6	18377	0.47259	0.600091	19.2942
64.8996	104.281	38907.1	18405.3	0.473059	0.599496	19.3476
64.9996	104.281	38928.5	18433.7	0.473527	0.598904	19.4011
65.0996	104.281	38949.9	18462	0.473994	0.598313	19.4547
65.1996	104.281	38971.3	18490.4	0.474462	0.597724	19.5083
65.2996	104.281	38992.8	18518.8	0.474928	0.597137	19.5621
65.3996	104.281	39014.2	18547.1	0.475394	0.596551	19.6159
65.4996	104.281	39035.6	18575.5	0.47586	0.595968	19.6698
65.5996	104.281	39057.1	18603.9	0.476325	0.595386	19.7238
65.6996	104.281	39078.5	18632.2	0.47679	0.594806	19.7779
65.7996	104.281	39099.9	18660.6	0.477254	0.594227	19.8321
65.8996	104.281	39121.3	18689	0.477718	0.593651	19.8863
65.9996	104.281	39142.8	18717.3	0.478181	0.593076	19.9406
66.0996	104.281	39164.2	18745.7	0.478643	0.592503	19.995
66.1996	104.281	39185.6	18774	0.479106	0.591932	20.0495
66.2996	104.281	39207	18802.4	0.479567	0.591362	20.1041
66.3996	104.281	39228.5	18830.8	0.480028	0.590794	20.1587
66.4996	104.281	39249.9	18859.1	0.480489	0.590228	20.2135
66.5996	104.281	39271.3	18887.5	0.480949	0.589664	20.2683
66.6996	104.281	39292.8	18915.9	0.481409	0.589101	20.3232
66.7996	104.281	39314.2	18944.2	0.481868	0.58854	20.3782
66.8996	104.281	39335.6	18972.6	0.482327	0.58798	20.4332
66.9995	104.281	39357	19001	0.482785	0.587423	20.4884
67.0995	104.282	39378.5	19029.4	0.483243	0.586866	20.5436
67.1995	104.282	39399.9	19057.7	0.4837	0.586312	20.5989
67.2995	104.282	39421.3	19086.1	0.484156	0.585759	20.6543
67.3995	104.282	39442.8	19114.5	0.484613	0.585208	20.7098
67.4995	104.282	39464.2	19142.8	0.485068	0.584659	20.7654
67.5995	104.282	39485.6	19171.2	0.485524	0.584111	20.821
67.6995	104.282	39507	19199.6	0.485978	0.583565	20.8767
67.7995	104.282	39528.5	19227.9	0.486433	0.58302	20.9325
67.8995	104.282	39549.9	19256.3	0.486886	0.582477	20.9884
67.9995	104.282	39571.3	19284.7	0.48734	0.581935	21.0444
68.0995	104.282	39592.8	19313.1	0.487793	0.581395	21.1005
68.1995	104.282	39614.2	19341.4	0.488245	0.580857	21.1566
68.2995	104.282	39635.6	19369.8	0.488697	0.58032	21.2128
68.3995	104.282	39657	19398.2	0.489148	0.579785	21.2691
68.4995	104.282	39678.5	19426.5	0.489599	0.579252	21.3255
68.5995	104.282	39699.9	19454.9	0.49005	0.57872	21.382
68.6995	104.283	39721.3	19483.3	0.4905	0.578189	21.4385
68.7995	104.283	39742.8	19511.7	0.490949	0.57766	21.4951
68.8995	104.283	39764.2	19540	0.491398	0.577133	21.5518
68.9995	104.283	39785.6	19568.4	0.491847	0.576607	21.6086
69.0995	104.283	39807	19596.8	0.492295	0.576083	21.6655
69.1995	104.283	39828.5	19625.2	0.492742	0.57556	21.7225
69.2995	104.283	39849.9	19653.5	0.493189	0.575039	21.7795
69.3995	104.283	39871.3	19681.9	0.493636	0.574519	21.8366
69.4995	104.283	39892.8	19710.3	0.494082	0.574	21.8939
69.5995	104.283	39914.2	19738.7	0.494528	0.573484	21.9511
69.6995	104.283	39935.6	19767	0.494973	0.572968	22.0085
69.7995	104.283	39957	19795.4	0.495418	0.572454	22.066
69.8995	104.284	39978.5	19823.8	0.495862	0.571942	22.1235
69.9995	104.284	39999.9	19852.2	0.496306	0.571431	22.1811
70.0995	104.284	40021.3	19880.6	0.496749	0.570922	22.2388
70.1995	104.284	40042.8	19908.9	0.497192	0.570414	22.2966
70.2995	104.284	40064.2	19937.3	0.497634	0.569907	22.3545
70.3995	104.284	40085.6	19965.7	0.498076	0.569402	22.4124
70.4995	104.284	40107	19994.1	0.498518	0.568898	22.4705
70.5995	104.284	40128.5	20022.5	0.498959	0.568396	22.5286
70.6995	104.284	40149.9	20050.8	0.499399	0.567895	22.5868
70.7995	104.284	40171.3	20079.2	0.49984	0.567396	22.645
70.8995	104.285	40192.8	20107.6	0.500279	0.566898	22.7034
70.9995	104.285	40214.2	20136	0.500718	0.566401	22.7618
71.0995	104.285	40235.6	20164.4	0.501157	0.565906	22.8204
71.1995	104.285	40257	20192.7	0.501595	0.565412	22.879
71.2995	104.285	40278.5	20221.1	0.502033	0.564919	22.9377
71.3995	104.285	40299.9	20249.5	0.50247	0.564428	22.9964
71.4995	104.285	40321.3	20277.9	0.502907	0.563939	23.0553
71.5995	104.285	40342.7	20306.3	0.503344	0.56345	23.1142
71.6995	104.285	40364.2	20334.7	0.50378	0.562963	23.1732
71.7995	104.286	40385.6	20363	0.504215	0.562478	23.2323
71.8995	104.286	40407	20391.4	0.50465	0.561993	23.2915
71.9995	104.286	40428.5	20419.8	0.505085	0.561511	23.3508
72.0995	104.286	40449.9	20448.2	0.505519	0.561029	23.4101
72.1995	104.286	40471.3	20476.6	0.505953	0.560549	23.4696
72.2995	104.286	40492.7	20505	0.506386	0.56007	23.5291
72.3995	104.286	40514.2	20533.4	0.506819	0.559592	23.5887
72.4995	104.286	40535.6	20561.7	0.507251	0.559116	23.6484
72.5995	104.287	40557	20590.1	0.507683	0.558641	23.7081
72.6995	104.287	40578.5	20618.5	0.508115	0.558167	23.768
72.7995	104.287	40599.9	20646.9	0.508546	0.557695	23.8279
72.8995	104.287	40621.3	20675.3	0.508976	0.557224	23.8879
72.9995	104.287	40642.7	20703.7	0.509406	0.556754	23.948
73.0995	104.287	40664.2	20732.1	0.509836	0.556286	24.0082
73.1995	104.287	40685.6	20760.5	0.510265	0.555818	24.0684
73.2995	104.288	40707	20788.8	0.510694	0.555352	24.1287
73.3995	104.288	40728.5	20817.2	0.511123	0.554888	24.1892
73.4995	104.288	40749.9	20845.6	0.511551	0.554424	24.2497
73.5994	104.288	40771.3	20874	0.511978	0.553962	24.3103
73.6994	104.288	40792.7	20902.4	0.512405	0.553501	24.3709
73.7994	104.288	40814.2	20930.8	0.512832	0.553042	24.4317
73.8994	104.288	40835.6	20959.2	0.513258	0.552583	24.4925
73.9994	104.289	40857	20987.6	0.513684	0.552126	24.5534
74.0994	104.289	40878.5	21016	0.514109	0.55167	24.6144
74.1994	104.289	40899.9	21044.4	0.514534	0.551216	24.6755
74.2994	104.289	40921.3	21072.8	0.514958	0.550762	24.7366
74.3994	104.289	40942.7	21101.2	0.515382	0.55031	24.7979
74.4994	104.289	40964.2	21129.5	0.515806	0.549859	24.8592
74.5994	104.29	40985.6	21157.9	0.516229	0.549409	24.9206
74.6994	104.29	41007	21186.3	0.516651	0.54896	24.9821
74.7994	104.29	41028.4	21214.7	0.517074	0.548513	25.0437
74.8994	104.29	41049.9	21243.1	0.517495	0.548067	25.1053
74.9994	104.29	41071.3	21271.5	0.517917	0.547622	25.1671
75.0994	104.29	41092.7	21299.9	0.518338	0.547178	25.2289
75.1994	104.291	41114.2	21328.3	0.518758	0.546735	25.2908
75.2994	104.291	41135.6	21356.7	0.519178	0.546294	25.3528
75.3994	104.291	41157	21385.1	0.519598	0.545853	25.4149
75.4994	104.291	41178.4	21413.5	0.520017	0.545414	25.477
75.5994	104.291	41199.9	21441.9	0.520436	0.544976	25.5392
75.6994	104.291	41221.3	21470.3	0.520854	0.544539	25.6015
75.7994	104.292	41242.7	21498.7	0.521272	0.544104	25.6639
75.8994	104.292	41264.2	21527.1	0.52169	0.543669	25.7264
75.9994	104.292	41285.6	21555.5	0.522107	0.543236	25.789
76.0994	104.292	41307	21583.9	0.522524	0.542803	25.8516
76.1994	104.292	41328.4	21612.3	0.52294	0.542372	25.9144
76.2994	104.292	41349.9	21640.7	0.523356	0.541942	25.9772
76.3994	104.293	41371.3	21669.1	0.523771	0.541513	26.04
76.4994	104.293	41392.7	21697.5	0.524186	0.541086	26.103
76.5994	104.293	41414.2	21725.9	0.524601	0.540659	26.1661
76.6994	104.293	41435.6	21754.3	0.525015	0.540233	26.2292
76.7994	104.293	41457	21782.7	0.525429	0.539809	26.2924
76.8994	104.294	41478.4	21811.1	0.525842	0.539386	26.3557
76.9994	104.294	41499.9	21839.5	0.526255	0.538964	26.4191
77.0994	104.294	41521.3	21867.9	0.526667	0.538542	26.4826
77.1994	104.294	41542.7	21896.3	0.527079	0.538122	26.5461
77.2994	104.294	41564.2	21924.7	0.527491	0.537704	26.6098
77.3994	104.295	41585.6	21953.1	0.527902	0.537286	26.6735
77.4994	104.295	41607	21981.5	0.528313	0.536869	26.7373
77.5994	104.295	41628.4	22009.9	0.528723	0.536453	26.8012
77.6994	104.295	41649.9	22038.3	0.529133	0.536039	26.8651
77.7994	104.295	41671.3	22066.7	0.529543	0.535625	26.9292
77.8994	104.296	41692.7	22095.1	0.529952	0.535213	26.9933
77.9994	104.296	41714.2	22123.6	0.530361	0.534801	27.0575
78.0994	104.296	41735.6	22152	0.530769	0.534391	27.1218
78.1994	104.296	41757	22180.4	0.531177	0.533981	27.1862
78.2994	104.296	41778.4	22208.8	0.531585	0.533573	27.2506
78.3994	104.297	41799.9	22237.2	0.531992	0.533166	27.3152
78.4994	104.297	41821.3	22265.6	0.532398	0.53276	27.3798
78.5994	104.297	41842.7	22294	0.532805	0.532354	27.4445
78.6994	104.297	41864.2	22322.4	0.53321	0.53195	27.5093
78.7994	104.297	41885.6	22350.8	0.533616	0.531547	27.5741
78.8994	104.298	41907	22379.2	0.534021	0.531145	27.6391
78.9994	104.298	41928.4	22407.6	0.534426	0.530744	27.7041
79.0994	104.298	41949.9	22436	0.53483	0.530344	27.7692
79.1994	104.298	41971.3	22464.4	0.535234	0.529945	27.8344
79.2994	104.298	41992.7	22492.9	0.535637	0.529547	27.8997
79.3994	104.299	42014.1	22521.3	0.53604	0.52915	27.9651
79.4994	104.299	42035.6	22549.7	0.536443	0.528754	28.0305
79.5994	104.299	42057	22578.1	0.536845	0.528359	28.096
79.6994	104.299	42078.4	22606.5	0.537247	0.527965	28.1616
79.7994	104.3	42099.9	22634.9	0.537648	0.527571	28.2273
79.8994	104.3	42121.3	22663.3	0.538049	0.527179	28.2931
79.9994	104.3	42142.7	22691.7	0.53845	0.526788	28.359
80.0993	104.3	42164.1	22720.2	0.53885	0.526398	28.4249
80.1993	104.3	42185.6	22748.6	0.53925	0.526009	28.4909
80.2993	104.301	42207	22777	0.539649	0.525621	28.557
80.3993	104.301	42228.4	22805.4	0.540048	0.525234	28.6232
80.4993	104.301	42249.9	22833.8	0.540447	0.524847	28.6895
80.5993	104.301	42271.3	22862.2	0.540845	0.524462	28.7558
80.6993	104.302	42292.7	22890.6	0.541243	0.524078	28.8223
80.7993	104.302	42314.1	22919.1	0.54164	0.523694	28.8888
80.8993	104.302	42335.6	22947.5	0.542037	0.523312	28.9554
80.9993	104.302	42357	22975.9	0.542434	0.52293	29.022
81.0993	104.302	42378.4	23004.3	0.54283	0.52255	29.0888
81.1993	104.303	42399.9	23032.7	0.543226	0.52217	29.1557
81.2993	104.303	42421.3	23061.1	0.543622	0.521791	29.2226
81.3993	104.303	42442.7	23089.5	0.544017	0.521414	29.2896
81.4993	104.303	42464.1	23118	0.544411	0.521037	29.3567
81.5993	104.304	42485.6	23146.4	0.544806	0.520661	29.4239
81.6993	104.304	42507	23174.8	0.5452	0.520286	29.4911
81.7993	104.304	42528.4	23203.2	0.545593	0.519912	29.5585
81.8993	104.304	42549.9	23231.6	0.545986	0.519539	29.6259
81.9993	104.305	42571.3	23260.1	0.546379	0.519166	29.6934
82.0993	104.305	42592.7	23288.5	0.546771	0.518795	29.761
82.1993	104.305	42614.1	23316.9	0.547163	0.518425	29.8286
82.2993	104.305	42635.6	23345.3	0.547555	0.518055	29.8964
82.3993	104.306	42657	23373.7	0.547946	0.517686	29.9642
82.4993	104.306	42678.4	23402.2	0.548337	0.517319	30.0321
82.5993	104.306	42699.9	23430.6	0.548727	0.516952	30.1001
82.6993	104.306	42721.3	23459	0.549117	0.516586	30.1682
82.7993	104.307	42742.7	23487.4	0.549507	0.516221	30.2364
82.8993	104.307	42764.1	23515.8	0.549896	0.515856	30.3046
82.9993	104.307	42785.6	23544.3	0.550285	0.515493	30.3729
83.0993	104.307	42807	23572.7	0.550673	0.515131	30.4413
83.1993	104.307	42828.4	23601.1	0.551062	0.514769	30.5098
83.2993	104.308	42849.9	23629.5	0.551449	0.514408	30.5784
83.3993	104.308	42871.3	23657.9	0.551837	0.514048	30.6471
83.4993	104.308	42892.7	23686.4	0.552224	0.513689	30.7158
83.5993	104.308	42914.1	23714.8	0.55261	0.513331	30.7846
83.6993	104.309	42935.6	23743.2	0.552996	0.512974	30.8535
83.7993	104.309	42957	23771.6	0.553382	0.512618	30.9225
83.8993	104.309	42978.4	23800.1	0.553768	0.512262	30.9916
83.9993	104.309	42999.8	23828.5	0.554153	0.511907	31.0607
