Q	H	P	Ph	ni	e	dHu
4	103.785	25857.1	1129	0.0436629	6.46429	2.0659
4.1	103.79	25878.6	1157.27	0.0447192	6.31185	2.06923
4.2	103.794	25900	1185.54	0.0457738	6.16667	2.07265
4.3	103.798	25921.4	1213.82	0.0468268	6.02824	2.07615
4.4	103.802	25942.9	1242.09	0.0478781	5.89611	2.07974
4.5	103.806	25964.3	1270.37	0.0489277	5.76984	2.0834
4.6	103.81	25985.7	1298.65	0.0499757	5.64907	2.08715
4.7	103.814	26007.1	1326.94	0.051022	5.53344	2.09098
4.8	103.818	26028.6	1355.22	0.0520666	5.42262	2.09489
4.9	103.822	26050	1383.51	0.0531097	5.31633	2.09889
5	103.826	26071.4	1411.79	0.054151	5.21429	2.10297
5.1	103.83	26092.9	1440.08	0.0551907	5.11625	2.10713
5.2	103.833	26114.3	1468.38	0.0562288	5.02198	2.11137
5.3	103.837	26135.7	1496.67	0.0572653	4.93127	2.11569
5.4	103.841	26157.1	1524.96	0.0583001	4.84392	2.1201
5.5	103.845	26178.6	1553.26	0.0593333	4.75974	2.12459
5.6	103.849	26200	1581.56	0.0603649	4.67857	2.12916
5.7	103.852	26221.4	1609.86	0.0613948	4.60025	2.13381
5.8	103.856	26242.9	1638.16	0.0624232	4.52463	2.13855
5.9	103.86	26264.3	1666.47	0.0634499	4.45158	2.14337
6	103.864	26285.7	1694.77	0.064475	4.38095	2.14827
6.1	103.867	26307.1	1723.08	0.0654985	4.31265	2.15325
6.2	103.871	26328.6	1751.39	0.0665204	4.24655	2.15832
6.3	103.874	26350	1779.7	0.0675407	4.18254	2.16347
6.4	103.878	26371.4	1808.01	0.0685594	4.12054	2.1687
6.5	103.882	26392.9	1836.32	0.0695765	4.06044	2.17401
6.6	103.885	26414.3	1864.64	0.070592	4.00217	2.17941
6.7	103.889	26435.7	1892.95	0.0716059	3.94563	2.18489
6.8	103.892	26457.1	1921.27	0.0726182	3.89076	2.19045
6.9	103.896	26478.6	1949.59	0.073629	3.83748	2.19609
7	103.899	26500	1977.91	0.0746382	3.78572	2.20181
7.1	103.903	26521.4	2006.23	0.0756458	3.73541	2.20762
7.2	103.906	26542.9	2034.56	0.0766518	3.68651	2.21351
7.3	103.909	26564.3	2062.88	0.0776563	3.63895	2.21948
7.4	103.913	26585.7	2091.21	0.0786591	3.59267	2.22554
7.5	103.916	26607.1	2119.54	0.0796605	3.54762	2.23167
7.6	103.92	26628.6	2147.87	0.0806603	3.50376	2.23789
7.7	103.923	26650	2176.2	0.0816585	3.46104	2.24419
7.79999	103.926	26671.4	2204.53	0.0826551	3.41942	2.25058
7.89999	103.929	26692.9	2232.86	0.0836503	3.37884	2.25704
7.99999	103.933	26714.3	2261.2	0.0846438	3.33929	2.26359
8.09999	103.936	26735.7	2289.54	0.0856358	3.30071	2.27022
8.2	103.939	26757.1	2317.87	0.0866263	3.26307	2.27694
8.3	103.942	26778.6	2346.21	0.0876153	3.22634	2.28373
8.4	103.945	26800	2374.55	0.0886027	3.19048	2.29061
8.5	103.949	26821.4	2402.89	0.0895886	3.15546	2.29757
8.6	103.952	26842.9	2431.24	0.090573	3.12126	2.30462
8.7	103.955	26864.3	2459.58	0.0915558	3.08785	2.31174
8.8	103.958	26885.7	2487.93	0.0925371	3.0552	2.31895
8.9	103.961	26907.1	2516.27	0.0935169	3.02328	2.32624
9	103.964	26928.6	2544.62	0.0944952	2.99206	2.33361
9.1	103.967	26950	2572.97	0.095472	2.96154	2.34107
9.2	103.97	26971.4	2601.32	0.0964472	2.93168	2.3486
9.3	103.973	26992.9	2629.67	0.097421	2.90246	2.35622
9.4	103.976	27014.3	2658.02	0.0983932	2.87386	2.36392
9.5	103.979	27035.7	2686.38	0.099364	2.84586	2.37171
9.6	103.982	27057.1	2714.73	0.100333	2.81845	2.37958
9.7	103.985	27078.6	2743.09	0.101301	2.79161	2.38752
9.8	103.988	27100	2771.44	0.102267	2.76531	2.39556
9.9	103.991	27121.4	2799.8	0.103232	2.73954	2.40367
10	103.994	27142.9	2828.16	0.104195	2.71429	2.41187
10.1	103.996	27164.3	2856.52	0.105157	2.68953	2.42014
10.2	103.999	27185.7	2884.88	0.106118	2.66527	2.4285
10.3	104.002	27207.1	2913.24	0.107076	2.64147	2.43695
10.4	104.005	27228.6	2941.61	0.108034	2.61813	2.44547
10.5	104.008	27250	2969.97	0.10899	2.59524	2.45408
10.6	104.01	27271.4	2998.33	0.109944	2.57278	2.46277
10.7	104.013	27292.9	3026.7	0.110897	2.55073	2.47155
10.8	104.016	27314.3	3055.07	0.111849	2.5291	2.4804
10.9	104.019	27335.7	3083.43	0.112799	2.50786	2.48934
11	104.021	27357.1	3111.8	0.113747	2.48701	2.49836
11.1	104.024	27378.6	3140.17	0.114695	2.46654	2.50746
11.2	104.027	27400	3168.54	0.11564	2.44643	2.51664
11.3	104.029	27421.4	3196.91	0.116585	2.42667	2.52591
11.4	104.032	27442.9	3225.29	0.117527	2.40727	2.53526
11.5	104.034	27464.3	3253.66	0.118469	2.3882	2.54469
11.6	104.037	27485.7	3282.03	0.119409	2.36946	2.55421
11.7	104.04	27507.1	3310.41	0.120347	2.35104	2.5638
11.8	104.042	27528.6	3338.78	0.121284	2.33293	2.57348
11.9	104.045	27550	3367.16	0.12222	2.31512	2.58324
12	104.047	27571.4	3395.54	0.123154	2.29762	2.59309
12.1	104.05	27592.9	3423.92	0.124087	2.2804	2.60301
12.2	104.052	27614.3	3452.29	0.125018	2.26346	2.61302
12.3	104.054	27635.7	3480.67	0.125948	2.2468	2.62311
12.4	104.057	27657.1	3509.05	0.126877	2.23041	2.63329
12.5	104.059	27678.6	3537.44	0.127804	2.21428	2.64354
12.6	104.062	27700	3565.82	0.12873	2.19841	2.65388
12.7	104.064	27721.4	3594.2	0.129654	2.18279	2.6643
12.8	104.066	27742.9	3622.58	0.130577	2.16741	2.6748
12.9	104.069	27764.3	3650.97	0.131499	2.15227	2.68539
13	104.071	27785.7	3679.35	0.132419	2.13736	2.69605
13.1	104.073	27807.1	3707.74	0.133338	2.12268	2.7068
13.2	104.076	27828.6	3736.12	0.134255	2.10822	2.71764
13.3	104.078	27850	3764.51	0.135171	2.09398	2.72855
13.4	104.08	27871.4	3792.9	0.136085	2.07996	2.73955
13.5	104.083	27892.9	3821.28	0.136999	2.06614	2.75063
13.6	104.085	27914.3	3849.67	0.13791	2.05252	2.76179
13.7	104.087	27935.7	3878.06	0.138821	2.0391	2.77303
13.8	104.089	27957.1	3906.45	0.13973	2.02588	2.78436
13.9	104.091	27978.6	3934.84	0.140638	2.01284	2.79577
14	104.094	28000	3963.23	0.141544	2	2.80726
14.1	104.096	28021.4	3991.62	0.142449	1.98733	2.81883
14.2	104.098	28042.9	4020.02	0.143353	1.97485	2.83049
14.3	104.1	28064.3	4048.41	0.144255	1.96254	2.84223
14.4	104.102	28085.7	4076.8	0.145156	1.95039	2.85405
14.5	104.104	28107.1	4105.2	0.146055	1.93842	2.86595
14.6	104.106	28128.6	4133.59	0.146953	1.92661	2.87793
14.7	104.108	28150	4161.98	0.14785	1.91496	2.89
14.8	104.11	28171.4	4190.38	0.148746	1.90347	2.90215
14.9	104.112	28192.9	4218.78	0.14964	1.89214	2.91439
15	104.114	28214.3	4247.17	0.150533	1.88095	2.9267
15.1	104.116	28235.7	4275.57	0.151424	1.86991	2.9391
15.2	104.118	28257.1	4303.97	0.152314	1.85902	2.95158
15.3	104.12	28278.6	4332.36	0.153203	1.84827	2.96414
15.4	104.122	28300	4360.76	0.15409	1.83766	2.97678
15.5	104.124	28321.4	4389.16	0.154977	1.82719	2.98951
15.6	104.126	28342.9	4417.56	0.155861	1.81685	3.00232
15.7	104.128	28364.3	4445.96	0.156745	1.80664	3.01521
15.8	104.13	28385.7	4474.36	0.157627	1.79656	3.02818
15.9	104.132	28407.1	4502.76	0.158508	1.78661	3.04124
16	104.134	28428.6	4531.16	0.159387	1.77678	3.05438
16.1	104.136	28450	4559.56	0.160266	1.76708	3.0676
16.2	104.137	28471.4	4587.96	0.161143	1.75749	3.0809
16.3	104.139	28492.9	4616.36	0.162018	1.74803	3.09429
16.4	104.141	28514.3	4644.77	0.162893	1.73867	3.10776
16.5	104.143	28535.7	4673.17	0.163766	1.72943	3.12131
16.6	104.145	28557.1	4701.57	0.164637	1.72031	3.13494
16.7	104.146	28578.6	4729.97	0.165508	1.71129	3.14866
16.8	104.148	28600	4758.38	0.166377	1.70238	3.16245
16.9	104.15	28621.4	4786.78	0.167245	1.69357	3.17633
17	104.152	28642.9	4815.18	0.168111	1.68487	3.1903
17.1	104.153	28664.3	4843.59	0.168976	1.67627	3.20434
17.2	104.155	28685.7	4871.99	0.16984	1.66777	3.21847
17.3	104.157	28707.1	4900.4	0.170703	1.65937	3.23268
17.4	104.158	28728.6	4928.8	0.171564	1.65106	3.24697
17.5	104.16	28750	4957.21	0.172425	1.64285	3.26134
17.6	104.162	28771.4	4985.61	0.173283	1.63474	3.2758
17.7	104.163	28792.9	5014.02	0.174141	1.62671	3.29034
17.8	104.165	28814.3	5042.43	0.174997	1.61878	3.30496
17.9	104.167	28835.7	5070.83	0.175852	1.61093	3.31966
18	104.168	28857.2	5099.24	0.176706	1.60317	3.33445
18.1	104.17	28878.6	5127.65	0.177559	1.5955	3.34932
18.2	104.171	28900	5156.05	0.17841	1.58791	3.36427
18.3	104.173	28921.4	5184.46	0.17926	1.5804	3.3793
18.4	104.174	28942.9	5212.87	0.180109	1.57298	3.39442
18.5	104.176	28964.3	5241.28	0.180956	1.56563	3.40961
18.6	104.177	28985.7	5269.68	0.181803	1.55837	3.4249
18.7	104.179	29007.2	5298.09	0.182648	1.55118	3.44026
18.8	104.18	29028.6	5326.5	0.183492	1.54407	3.4557
18.9	104.182	29050	5354.91	0.184334	1.53703	3.47123
19	104.183	29071.4	5383.32	0.185175	1.53007	3.48684
19.1	104.185	29092.9	5411.73	0.186016	1.52318	3.50253
19.2	104.186	29114.3	5440.13	0.186854	1.51637	3.51831
19.3	104.188	29135.7	5468.54	0.187692	1.50962	3.53416
19.4	104.189	29157.2	5496.95	0.188528	1.50294	3.5501
19.5	104.191	29178.6	5525.36	0.189364	1.49633	3.56612
19.6	104.192	29200	5553.77	0.190198	1.48979	3.58223
19.7	104.193	29221.4	5582.18	0.19103	1.48332	3.59841
19.8	104.195	29242.9	5610.59	0.191862	1.47691	3.61468
19.9	104.196	29264.3	5639	0.192692	1.47056	3.63103
20	104.197	29285.7	5667.41	0.193521	1.46428	3.64747
20.1	104.199	29307.2	5695.82	0.194349	1.45806	3.66398
20.2	104.2	29328.6	5724.23	0.195176	1.45191	3.68058
20.3	104.201	29350	5752.64	0.196001	1.44581	3.69726
20.4	104.203	29371.4	5781.05	0.196826	1.43977	3.71403
20.5	104.204	29392.9	5809.46	0.197649	1.4338	3.73087
20.6	104.205	29414.3	5837.87	0.198471	1.42788	3.7478
20.7	104.206	29435.7	5866.28	0.199291	1.42201	3.76481
20.8	104.208	29457.2	5894.69	0.200111	1.41621	3.7819
20.9	104.209	29478.6	5923.1	0.200929	1.41046	3.79908
21	104.21	29500	5951.51	0.201746	1.40476	3.81633
21.1	104.211	29521.4	5979.92	0.202562	1.39912	3.83367
21.2	104.213	29542.9	6008.33	0.203377	1.39353	3.8511
21.3	104.214	29564.3	6036.74	0.20419	1.38799	3.8686
21.4	104.215	29585.7	6065.15	0.205003	1.38251	3.88619
21.5	104.216	29607.2	6093.56	0.205814	1.37707	3.90386
21.6	104.217	29628.6	6121.97	0.206624	1.37169	3.92161
21.7	104.218	29650	6150.38	0.207433	1.36636	3.93944
21.8	104.22	29671.4	6178.79	0.20824	1.36107	3.95736
21.9	104.221	29692.9	6207.2	0.209047	1.35584	3.97536
22	104.222	29714.3	6235.61	0.209852	1.35065	3.99344
22.1	104.223	29735.7	6264.02	0.210657	1.3455	4.0116
22.2	104.224	29757.2	6292.44	0.21146	1.34041	4.02985
22.3	104.225	29778.6	6320.85	0.212261	1.33536	4.04817
22.4	104.226	29800	6349.26	0.213062	1.33035	4.06659
22.5	104.227	29821.4	6377.67	0.213862	1.32539	4.08508
22.6	104.228	29842.9	6406.08	0.21466	1.32048	4.10365
22.7001	104.229	29864.3	6434.49	0.215457	1.3156	4.12231
22.8001	104.23	29885.7	6462.9	0.216254	1.31077	4.14105
22.9001	104.231	29907.2	6491.31	0.217049	1.30599	4.15987
23.0001	104.232	29928.6	6519.71	0.217842	1.30124	4.17878
23.1001	104.233	29950	6548.12	0.218635	1.29653	4.19776
23.2001	104.234	29971.4	6576.53	0.219427	1.29187	4.21683
23.3001	104.235	29992.9	6604.94	0.220217	1.28724	4.23599
23.4001	104.236	30014.3	6633.35	0.221006	1.28266	4.25522
23.5001	104.237	30035.7	6661.76	0.221795	1.27811	4.27454
23.6001	104.238	30057.2	6690.17	0.222582	1.27361	4.29394
23.7001	104.239	30078.6	6718.58	0.223368	1.26914	4.31342
23.8001	104.24	30100	6746.99	0.224152	1.2647	4.33298
23.9001	104.241	30121.4	6775.4	0.224936	1.26031	4.35263
24.0001	104.242	30142.9	6803.81	0.225719	1.25595	4.37236
24.1001	104.243	30164.3	6832.22	0.2265	1.25163	4.39217
24.2001	104.244	30185.7	6860.62	0.22728	1.24734	4.41206
24.3001	104.245	30207.2	6889.03	0.22806	1.24309	4.43204
24.4001	104.246	30228.6	6917.44	0.228838	1.23887	4.45209
24.5001	104.246	30250	6945.85	0.229615	1.23469	4.47223
24.6001	104.247	30271.4	6974.26	0.230391	1.23054	4.49246
24.7001	104.248	30292.9	7002.67	0.231165	1.22643	4.51276
24.8001	104.249	30314.3	7031.07	0.231939	1.22235	4.53315
24.9001	104.25	30335.7	7059.48	0.232712	1.2183	4.55362
25.0001	104.251	30357.2	7087.89	0.233483	1.21428	4.57417
25.1001	104.251	30378.6	7116.3	0.234254	1.2103	4.59481
25.2001	104.252	30400	7144.7	0.235023	1.20635	4.61552
25.3001	104.253	30421.4	7173.11	0.235791	1.20243	4.63632
25.4001	104.254	30442.9	7201.52	0.236558	1.19854	4.6572
25.5001	104.255	30464.3	7229.92	0.237324	1.19468	4.67817
25.6001	104.255	30485.7	7258.33	0.238089	1.19085	4.69921
25.7001	104.256	30507.2	7286.74	0.238853	1.18705	4.72034
25.8001	104.257	30528.6	7315.14	0.239616	1.18328	4.74155
25.9001	104.258	30550	7343.55	0.240378	1.17953	4.76285
26.0001	104.258	30571.4	7371.95	0.241139	1.17582	4.78422
26.1001	104.259	30592.9	7400.36	0.241898	1.17214	4.80568
26.2001	104.26	30614.3	7428.76	0.242657	1.16848	4.82722
26.3001	104.261	30635.7	7457.17	0.243414	1.16485	4.84885
26.4001	104.261	30657.2	7485.57	0.24417	1.16125	4.87055
26.5001	104.262	30678.6	7513.98	0.244926	1.15768	4.89234
26.6001	104.263	30700	7542.38	0.24568	1.15413	4.91421
26.7001	104.263	30721.4	7570.79	0.246433	1.15061	4.93616
26.8001	104.264	30742.9	7599.19	0.247185	1.14712	4.9582
26.9001	104.265	30764.3	7627.59	0.247937	1.14365	4.98031
27.0001	104.265	30785.7	7656	0.248687	1.14021	5.00251
27.1001	104.266	30807.2	7684.4	0.249436	1.13679	5.0248
27.2001	104.267	30828.6	7712.8	0.250183	1.1334	5.04716
27.3001	104.267	30850	7741.21	0.25093	1.13003	5.06961
27.4001	104.268	30871.4	7769.61	0.251676	1.12669	5.09214
27.5001	104.268	30892.9	7798.01	0.252421	1.12337	5.11475
27.6001	104.269	30914.3	7826.41	0.253165	1.12008	5.13744
27.7001	104.27	30935.7	7854.81	0.253908	1.11681	5.16022
27.8001	104.27	30957.2	7883.22	0.254649	1.11356	5.18308
27.9001	104.271	30978.6	7911.62	0.25539	1.11034	5.20602
28.0001	104.271	31000	7940.02	0.25613	1.10714	5.22904
28.1001	104.272	31021.4	7968.42	0.256868	1.10396	5.25215
28.2001	104.273	31042.9	7996.82	0.257606	1.10081	5.27534
28.3001	104.273	31064.3	8025.22	0.258342	1.09768	5.29861
28.4001	104.274	31085.7	8053.62	0.259078	1.09457	5.32196
28.5001	104.274	31107.2	8082.02	0.259812	1.09148	5.34539
28.6001	104.275	31128.6	8110.42	0.260546	1.08841	5.36891
28.7001	104.275	31150	8138.82	0.261278	1.08536	5.39251
28.8001	104.276	31171.4	8167.22	0.26201	1.08234	5.41619
28.9001	104.276	31192.9	8195.62	0.26274	1.07934	5.43996
29.0001	104.277	31214.3	8224.02	0.26347	1.07635	5.46381
29.1001	104.277	31235.7	8252.41	0.264198	1.07339	5.48774
29.2001	104.278	31257.2	8280.81	0.264925	1.07045	5.51175
29.3001	104.278	31278.6	8309.21	0.265652	1.06753	5.53584
29.4001	104.279	31300	8337.61	0.266377	1.06462	5.56002
29.5001	104.279	31321.4	8366	0.267101	1.06174	5.58428
29.6001	104.28	31342.9	8394.4	0.267825	1.05888	5.60862
29.7001	104.28	31364.3	8422.8	0.268547	1.05603	5.63304
29.8001	104.281	31385.7	8451.19	0.269269	1.05321	5.65755
29.9001	104.281	31407.2	8479.59	0.269989	1.0504	5.68214
30.0001	104.282	31428.6	8507.99	0.270709	1.04762	5.70681
30.1001	104.282	31450	8536.38	0.271427	1.04485	5.73156
30.2001	104.282	31471.4	8564.78	0.272144	1.0421	5.7564
30.3001	104.283	31492.9	8593.17	0.272861	1.03937	5.78132
30.4001	104.283	31514.3	8621.57	0.273576	1.03665	5.80632
30.5001	104.284	31535.7	8649.96	0.274291	1.03396	5.8314
30.6001	104.284	31557.2	8678.36	0.275004	1.03128	5.85656
30.7001	104.284	31578.6	8706.75	0.275717	1.02862	5.88181
30.8001	104.285	31600	8735.14	0.276428	1.02597	5.90714
30.9001	104.285	31621.4	8763.54	0.277139	1.02334	5.93255
31.0001	104.286	31642.9	8791.93	0.277849	1.02074	5.95805
31.1001	104.286	31664.3	8820.32	0.278557	1.01814	5.98362
31.2001	104.286	31685.7	8848.71	0.279265	1.01557	6.00928
31.3001	104.287	31707.2	8877.1	0.279972	1.01301	6.03503
31.4001	104.287	31728.6	8905.5	0.280677	1.01046	6.06085
31.5001	104.287	31750	8933.89	0.281382	1.00793	6.08676
31.6001	104.288	31771.4	8962.28	0.282086	1.00542	6.11275
31.7001	104.288	31792.9	8990.67	0.282789	1.00293	6.13882
31.8001	104.288	31814.3	9019.06	0.283491	1.00045	6.16497
31.9001	104.289	31835.7	9047.45	0.284192	0.997983	6.19121
32.0001	104.289	31857.2	9075.84	0.284892	0.995534	6.21752
32.1001	104.289	31878.6	9104.23	0.285591	0.9931	6.24392
32.2001	104.29	31900	9132.62	0.286289	0.990681	6.27041
32.3001	104.29	31921.4	9161	0.286986	0.988278	6.29697
32.4001	104.29	31942.9	9189.39	0.287682	0.985889	6.32362
32.5001	104.291	31964.3	9217.78	0.288377	0.983515	6.35035
32.6001	104.291	31985.7	9246.17	0.289072	0.981155	6.37716
32.7001	104.291	32007.2	9274.55	0.289765	0.97881	6.40406
32.8001	104.291	32028.6	9302.94	0.290457	0.976479	6.43103
32.9001	104.292	32050	9331.33	0.291149	0.974163	6.45809
33.0001	104.292	32071.4	9359.71	0.291839	0.97186	6.48523
33.1001	104.292	32092.9	9388.1	0.292529	0.969571	6.51246
33.2001	104.292	32114.3	9416.48	0.293218	0.967296	6.53976
33.3001	104.293	32135.7	9444.87	0.293906	0.965035	6.56715
33.4001	104.293	32157.2	9473.25	0.294592	0.962787	6.59462
33.5001	104.293	32178.6	9501.64	0.295278	0.960553	6.62218
33.6001	104.293	32200	9530.02	0.295963	0.958332	6.64981
33.7001	104.294	32221.4	9558.41	0.296647	0.956124	6.67753
33.8001	104.294	32242.9	9586.79	0.297331	0.953929	6.70533
33.9001	104.294	32264.3	9615.17	0.298013	0.951748	6.73321
34.0001	104.294	32285.7	9643.56	0.298694	0.949579	6.76118
34.1001	104.295	32307.2	9671.94	0.299375	0.947422	6.78923
34.2001	104.295	32328.6	9700.32	0.300054	0.945279	6.81736
34.3	104.295	32350	9728.7	0.300733	0.943148	6.84557
34.4	104.295	32371.4	9757.08	0.30141	0.941029	6.87386
34.5	104.295	32392.9	9785.47	0.302087	0.938922	6.90224
34.6	104.296	32414.3	9813.85	0.302763	0.936828	6.9307
34.7	104.296	32435.7	9842.23	0.303438	0.934746	6.95924
34.8	104.296	32457.2	9870.61	0.304112	0.932676	6.98787
34.9	104.296	32478.6	9898.99	0.304785	0.930617	7.01657
35	104.296	32500	9927.37	0.305457	0.928571	7.04536
35.1	104.296	32521.4	9955.75	0.306129	0.926536	7.07423
35.2	104.297	32542.9	9984.12	0.306799	0.924512	7.10319
35.3	104.297	32564.3	10012.5	0.307469	0.9225	7.13222
35.4	104.297	32585.7	10040.9	0.308138	0.9205	7.16134
35.5	104.297	32607.1	10069.3	0.308805	0.91851	7.19054
35.6	104.297	32628.6	10097.6	0.309472	0.916532	7.21983
35.7	104.297	32650	10126	0.310138	0.914565	7.24919
35.8	104.297	32671.4	10154.4	0.310803	0.912609	7.27864
35.9	104.298	32692.9	10182.8	0.311468	0.910664	7.30817
36	104.298	32714.3	10211.1	0.312131	0.90873	7.33778
36.1	104.298	32735.7	10239.5	0.312794	0.906806	7.36748
36.2	104.298	32757.1	10267.9	0.313455	0.904893	7.39726
36.3	104.298	32778.6	10296.3	0.314116	0.902991	7.42711
36.4	104.298	32800	10324.6	0.314776	0.901099	7.45706
36.5	104.298	32821.4	10353	0.315435	0.899217	7.48708
36.6	104.298	32842.9	10381.4	0.316093	0.897346	7.51719
36.7	104.298	32864.3	10409.8	0.31675	0.895484	7.54738
36.8	104.299	32885.7	10438.1	0.317407	0.893633	7.57765
36.9	104.299	32907.1	10466.5	0.318062	0.891792	7.608
37	104.299	32928.6	10494.9	0.318717	0.889961	7.63844
37.1	104.299	32950	10523.3	0.319371	0.88814	7.66896
37.2	104.299	32971.4	10551.6	0.320024	0.886329	7.69956
37.3	104.299	32992.9	10580	0.320676	0.884527	7.73024
37.4	104.299	33014.3	10608.4	0.321327	0.882735	7.76101
37.5	104.299	33035.7	10636.8	0.321977	0.880952	7.79186
37.6	104.299	33057.1	10665.1	0.322627	0.879179	7.82279
37.7	104.299	33078.6	10693.5	0.323276	0.877416	7.8538
37.8	104.299	33100	10721.9	0.323924	0.875661	7.8849
37.9	104.299	33121.4	10750.2	0.32457	0.873917	7.91607
38	104.299	33142.9	10778.6	0.325217	0.872181	7.94733
38.1	104.3	33164.3	10807	0.325862	0.870454	7.97868
38.2	104.3	33185.7	10835.3	0.326506	0.868736	8.0101
38.3	104.3	33207.1	10863.7	0.32715	0.867027	8.04161
38.4	104.3	33228.6	10892.1	0.327793	0.865328	8.0732
38.5	104.3	33250	10920.5	0.328435	0.863637	8.10487
38.6	104.3	33271.4	10948.8	0.329076	0.861954	8.13663
38.7	104.3	33292.9	10977.2	0.329716	0.860281	8.16846
38.8	104.3	33314.3	11005.6	0.330356	0.858616	8.20038
38.9	104.3	33335.7	11033.9	0.330994	0.85696	8.23238
39	104.3	33357.1	11062.3	0.331632	0.855312	8.26447
39.1	104.3	33378.6	11090.7	0.332269	0.853672	8.29663
39.2	104.3	33400	11119	0.332905	0.852041	8.32888
39.3	104.3	33421.4	11147.4	0.33354	0.850418	8.36121
39.4	104.3	33442.9	11175.8	0.334175	0.848804	8.39363
39.5	104.3	33464.3	11204.1	0.334809	0.847198	8.42612
39.6	104.3	33485.7	11232.5	0.335441	0.845599	8.4587
39.7	104.3	33507.1	11260.9	0.336073	0.844009	8.49136
39.8	104.3	33528.6	11289.2	0.336705	0.842427	8.5241
39.9	104.3	33550	11317.6	0.337335	0.840853	8.55693
40	104.3	33571.4	11346	0.337965	0.839286	8.58983
40.1	104.3	33592.8	11374.3	0.338593	0.837728	8.62282
40.2	104.3	33614.3	11402.7	0.339221	0.836177	8.6559
40.3	104.3	33635.7	11431	0.339848	0.834634	8.68905
40.4	104.3	33657.1	11459.4	0.340475	0.833098	8.72229
40.5	104.3	33678.6	11487.8	0.3411	0.83157	8.75561
40.6	104.3	33700	11516.1	0.341725	0.83005	8.78901
40.7	104.3	33721.4	11544.5	0.342349	0.828537	8.82249
40.7999	104.3	33742.8	11572.9	0.342972	0.827032	8.85606
40.8999	104.3	33764.3	11601.2	0.343594	0.825533	8.88971
40.9999	104.3	33785.7	11629.6	0.344216	0.824043	8.92344
41.0999	104.3	33807.1	11657.9	0.344837	0.822559	8.95725
41.1999	104.3	33828.6	11686.3	0.345457	0.821083	8.99115
41.2999	104.3	33850	11714.7	0.346076	0.819613	9.02513
41.3999	104.3	33871.4	11743	0.346694	0.818151	9.05919
41.4999	104.3	33892.8	11771.4	0.347312	0.816696	9.09333
41.5999	104.3	33914.3	11799.7	0.347929	0.815248	9.12756
41.6999	104.3	33935.7	11828.1	0.348545	0.813807	9.16187
41.7999	104.3	33957.1	11856.5	0.34916	0.812373	9.19625
41.8999	104.3	33978.6	11884.8	0.349774	0.810945	9.23073
41.9999	104.299	34000	11913.2	0.350388	0.809525	9.26528
42.0999	104.299	34021.4	11941.5	0.351001	0.808111	9.29992
42.1999	104.299	34042.8	11969.9	0.351613	0.806704	9.33464
42.2999	104.299	34064.3	11998.3	0.352224	0.805303	9.36944
