Q	H	P	Ph	ni	e	dHu
59.0997	101.012	27173.1	16235.1	0.597469	0.459784	16.3855
59.1997	101.01	27192	16262.3	0.598056	0.459327	16.4342
59.2997	101.009	27210.9	16289.6	0.598642	0.458871	16.483
59.3997	101.008	27229.8	16316.8	0.599228	0.458417	16.5319
59.4997	101.007	27248.7	16344.1	0.599813	0.457964	16.5809
59.5997	101.005	27267.6	16371.4	0.600396	0.457513	16.63
59.6997	101.004	27286.5	16398.6	0.600979	0.457063	16.6791
59.7997	101.003	27305.4	16425.9	0.601561	0.456615	16.7283
59.8997	101.001	27324.3	16453.1	0.602142	0.456168	16.7776
59.9997	101	27343.2	16480.4	0.602723	0.455723	16.827
60.0997	100.999	27362.1	16507.6	0.603302	0.455279	16.8764
60.1997	100.997	27381	16534.9	0.603881	0.454837	16.926
60.2997	100.996	27399.9	16562.1	0.604458	0.454396	16.9756
60.3997	100.995	27418.8	16589.4	0.605035	0.453957	17.0253
60.4996	100.993	27437.7	16616.6	0.605611	0.453519	17.0751
60.5996	100.992	27456.7	16643.8	0.606186	0.453083	17.125
60.6996	100.99	27475.6	16671.1	0.60676	0.452648	17.175
60.7996	100.989	27494.5	16698.3	0.607334	0.452214	17.225
60.8996	100.988	27513.4	16725.5	0.607906	0.451782	17.2751
60.9996	100.986	27532.3	16752.8	0.608478	0.451351	17.3253
61.0996	100.985	27551.2	16780	0.609049	0.450922	17.3756
61.1996	100.983	27570.1	16807.2	0.609619	0.450494	17.426
61.2996	100.982	27589	16834.5	0.610188	0.450068	17.4764
61.3996	100.981	27607.9	16861.7	0.610756	0.449643	17.527
61.4996	100.979	27626.8	16888.9	0.611323	0.449219	17.5776
61.5996	100.978	27645.7	16916.1	0.61189	0.448797	17.6283
61.6996	100.976	27664.6	16943.3	0.612455	0.448376	17.6791
61.7996	100.975	27683.5	16970.5	0.61302	0.447956	17.7299
61.8996	100.973	27702.4	16997.8	0.613584	0.447538	17.7809
61.9996	100.972	27721.3	17025	0.614147	0.447121	17.8319
62.0996	100.97	27740.2	17052.2	0.614709	0.446705	17.883
62.1996	100.969	27759.1	17079.4	0.615271	0.446291	17.9342
62.2996	100.967	27778	17106.6	0.615831	0.445878	17.9855
62.3996	100.966	27796.9	17133.8	0.616391	0.445467	18.0369
62.4996	100.964	27815.8	17161	0.61695	0.445056	18.0883
62.5996	100.963	27834.8	17188.2	0.617508	0.444647	18.1398
62.6996	100.961	27853.7	17215.4	0.618065	0.44424	18.1914
62.7996	100.96	27872.6	17242.6	0.618621	0.443833	18.2431
62.8996	100.958	27891.5	17269.8	0.619177	0.443428	18.2949
62.9996	100.956	27910.4	17296.9	0.619731	0.443025	18.3467
63.0996	100.955	27929.3	17324.1	0.620285	0.442622	18.3987
63.1996	100.953	27948.2	17351.3	0.620838	0.442221	18.4507
63.2996	100.952	27967.1	17378.5	0.62139	0.441821	18.5028
63.3996	100.95	27986	17405.7	0.621942	0.441422	18.555
63.4996	100.948	28004.9	17432.8	0.622492	0.441025	18.6072
63.5996	100.947	28023.8	17460	0.623042	0.440629	18.6596
63.6996	100.945	28042.7	17487.2	0.623591	0.440234	18.712
63.7996	100.944	28061.6	17514.3	0.624139	0.43984	18.7645
63.8996	100.942	28080.5	17541.5	0.624686	0.439448	18.8171
63.9996	100.94	28099.4	17568.7	0.625232	0.439056	18.8698
64.0996	100.939	28118.3	17595.8	0.625777	0.438666	18.9226
64.1996	100.937	28137.2	17623	0.626322	0.438278	18.9754
64.2996	100.935	28156.1	17650.1	0.626866	0.43789	19.0283
64.3996	100.933	28175	17677.3	0.627409	0.437504	19.0813
64.4996	100.932	28194	17704.4	0.627951	0.437118	19.1344
64.5996	100.93	28212.9	17731.6	0.628492	0.436734	19.1876
64.6996	100.928	28231.8	17758.7	0.629033	0.436352	19.2408
64.7996	100.927	28250.7	17785.8	0.629573	0.43597	19.2942
64.8996	100.925	28269.6	17813	0.630111	0.435589	19.3476
64.9996	100.923	28288.5	17840.1	0.63065	0.43521	19.4011
65.0996	100.921	28307.4	17867.2	0.631187	0.434832	19.4547
65.1996	100.919	28326.3	17894.4	0.631723	0.434455	19.5083
65.2996	100.918	28345.2	17921.5	0.632259	0.434079	19.5621
65.3996	100.916	28364.1	17948.6	0.632794	0.433705	19.6159
65.4996	100.914	28383	17975.7	0.633328	0.433331	19.6698
65.5996	100.912	28401.9	18002.9	0.633861	0.432959	19.7238
65.6996	100.91	28420.8	18030	0.634393	0.432588	19.7779
65.7996	100.908	28439.7	18057.1	0.634925	0.432217	19.8321
65.8996	100.907	28458.6	18084.2	0.635455	0.431848	19.8863
65.9996	100.905	28477.5	18111.3	0.635985	0.431481	19.9406
66.0996	100.903	28496.4	18138.4	0.636514	0.431114	19.995
66.1996	100.901	28515.3	18165.5	0.637043	0.430748	20.0495
66.2996	100.899	28534.2	18192.6	0.63757	0.430384	20.1041
66.3996	100.897	28553.2	18219.7	0.638097	0.43002	20.1587
66.4996	100.895	28572.1	18246.8	0.638623	0.429658	20.2135
66.5996	100.893	28591	18273.8	0.639148	0.429297	20.2683
66.6996	100.891	28609.9	18300.9	0.639672	0.428936	20.3232
66.7996	100.889	28628.8	18328	0.640195	0.428577	20.3782
66.8996	100.887	28647.7	18355.1	0.640718	0.428219	20.4332
66.9995	100.885	28666.6	18382.1	0.64124	0.427862	20.4884
67.0995	100.883	28685.5	18409.2	0.641761	0.427506	20.5436
67.1995	100.881	28704.4	18436.3	0.642281	0.427152	20.5989
67.2995	100.879	28723.3	18463.3	0.6428	0.426798	20.6543
67.3995	100.877	28742.2	18490.4	0.643319	0.426445	20.7098
67.4995	100.875	28761.1	18517.5	0.643836	0.426093	20.7654
67.5995	100.873	28780	18544.5	0.644354	0.425743	20.821
67.6995	100.871	28798.9	18571.6	0.64487	0.425393	20.8767
67.7995	100.869	28817.8	18598.6	0.645385	0.425045	20.9325
67.8995	100.867	28836.7	18625.6	0.6459	0.424697	20.9884
67.9995	100.864	28855.6	18652.7	0.646414	0.42435	21.0444
68.0995	100.862	28874.5	18679.7	0.646926	0.424005	21.1005
68.1995	100.86	28893.4	18706.7	0.647439	0.42366	21.1566
68.2995	100.858	28912.3	18733.8	0.64795	0.423317	21.2128
68.3995	100.856	28931.3	18760.8	0.648461	0.422974	21.2691
68.4995	100.854	28950.2	18787.8	0.648971	0.422633	21.3255
68.5995	100.851	28969.1	18814.8	0.64948	0.422293	21.382
68.6995	100.849	28988	18841.8	0.649988	0.421953	21.4385
68.7995	100.847	29006.9	18868.8	0.650495	0.421614	21.4951
68.8995	100.845	29025.8	18895.8	0.651002	0.421277	21.5518
68.9995	100.842	29044.7	18922.8	0.651508	0.42094	21.6086
69.0995	100.84	29063.6	18949.8	0.652013	0.420605	21.6655
69.1995	100.838	29082.5	18976.8	0.652517	0.42027	21.7225
69.2995	100.835	29101.4	19003.8	0.65302	0.419937	21.7795
69.3995	100.833	29120.3	19030.8	0.653523	0.419604	21.8366
69.4995	100.831	29139.2	19057.8	0.654025	0.419272	21.8939
69.5995	100.828	29158.1	19084.7	0.654526	0.418941	21.9511
69.6995	100.826	29177	19111.7	0.655026	0.418612	22.0085
69.7995	100.824	29195.9	19138.7	0.655526	0.418283	22.066
69.8995	100.821	29214.8	19165.6	0.656025	0.417955	22.1235
69.9995	100.819	29233.7	19192.6	0.656523	0.417628	22.1811
70.0995	100.816	29252.6	19219.6	0.65702	0.417302	22.2388
70.1995	100.814	29271.5	19246.5	0.657516	0.416977	22.2966
70.2995	100.812	29290.5	19273.5	0.658012	0.416652	22.3545
70.3995	100.809	29309.4	19300.4	0.658507	0.416329	22.4124
70.4995	100.807	29328.3	19327.3	0.659001	0.416007	22.4705
70.5995	100.804	29347.2	19354.3	0.659494	0.415685	22.5286
70.6995	100.802	29366.1	19381.2	0.659986	0.415365	22.5868
70.7995	100.799	29385	19408.1	0.660478	0.415045	22.645
70.8995	100.797	29403.9	19435.1	0.660969	0.414726	22.7034
70.9995	100.794	29422.8	19462	0.661459	0.414408	22.7618
71.0995	100.791	29441.7	19488.9	0.661948	0.414092	22.8204
71.1995	100.789	29460.6	19515.8	0.662437	0.413775	22.879
71.2995	100.786	29479.5	19542.7	0.662925	0.41346	22.9377
71.3995	100.784	29498.4	19569.6	0.663412	0.413146	22.9964
71.4995	100.781	29517.3	19596.5	0.663898	0.412833	23.0553
71.5995	100.778	29536.2	19623.4	0.664383	0.41252	23.1142
71.6995	100.776	29555.1	19650.3	0.664868	0.412208	23.1732
71.7995	100.773	29574	19677.1	0.665352	0.411898	23.2323
71.8995	100.77	29592.9	19704	0.665835	0.411588	23.2915
71.9995	100.767	29611.8	19730.9	0.666317	0.411279	23.3508
72.0995	100.765	29630.7	19757.7	0.666799	0.41097	23.4101
72.1995	100.762	29649.7	19784.6	0.667279	0.410663	23.4696
72.2995	100.759	29668.6	19811.5	0.66776	0.410356	23.5291
72.3995	100.756	29687.5	19838.3	0.668239	0.410051	23.5887
72.4995	100.754	29706.4	19865.2	0.668717	0.409746	23.6484
72.5995	100.751	29725.3	19892	0.669195	0.409442	23.7081
72.6995	100.748	29744.2	19918.8	0.669672	0.409139	23.768
72.7995	100.745	29763.1	19945.7	0.670148	0.408837	23.8279
72.8995	100.742	29782	19972.5	0.670623	0.408535	23.8879
72.9995	100.739	29800.9	19999.3	0.671098	0.408234	23.948
73.0995	100.736	29819.8	20026.1	0.671572	0.407935	24.0082
73.1995	100.733	29838.7	20052.9	0.672045	0.407636	24.0684
73.2995	100.73	29857.6	20079.7	0.672517	0.407337	24.1287
73.3995	100.727	29876.5	20106.5	0.672988	0.40704	24.1892
73.4995	100.724	29895.4	20133.3	0.673459	0.406743	24.2497
73.5994	100.721	29914.3	20160.1	0.673929	0.406448	24.3103
73.6994	100.718	29933.2	20186.9	0.674398	0.406153	24.3709
73.7994	100.715	29952.1	20213.7	0.674867	0.405859	24.4317
73.8994	100.712	29971	20240.5	0.675334	0.405565	24.4925
73.9994	100.709	29989.9	20267.2	0.675801	0.405273	24.5534
74.0994	100.706	30008.9	20294	0.676267	0.404981	24.6144
74.1994	100.703	30027.8	20320.8	0.676733	0.40469	24.6755
74.2994	100.7	30046.7	20347.5	0.677197	0.4044	24.7366
74.3994	100.697	30065.6	20374.3	0.677661	0.40411	24.7979
74.4994	100.694	30084.5	20401	0.678124	0.403821	24.8592
74.5994	100.69	30103.4	20427.7	0.678586	0.403534	24.9206
74.6994	100.687	30122.3	20454.5	0.679048	0.403246	24.9821
74.7994	100.684	30141.2	20481.2	0.679509	0.40296	25.0437
74.8994	100.681	30160.1	20507.9	0.679969	0.402675	25.1053
74.9994	100.677	30179	20534.6	0.680428	0.40239	25.1671
75.0994	100.674	30197.9	20561.3	0.680886	0.402106	25.2289
75.1994	100.671	30216.8	20588	0.681344	0.401822	25.2908
75.2994	100.667	30235.7	20614.7	0.681801	0.40154	25.3528
75.3994	100.664	30254.6	20641.4	0.682257	0.401258	25.4149
75.4994	100.661	30273.5	20668.1	0.682712	0.400977	25.477
75.5994	100.657	30292.4	20694.8	0.683167	0.400697	25.5392
75.6994	100.654	30311.3	20721.5	0.683621	0.400417	25.6015
75.7994	100.65	30330.2	20748.1	0.684074	0.400138	25.6639
75.8994	100.647	30349.1	20774.8	0.684526	0.39986	25.7264
75.9994	100.644	30368	20801.4	0.684978	0.399583	25.789
76.0994	100.64	30387	20828.1	0.685429	0.399306	25.8516
76.1994	100.637	30405.9	20854.7	0.685879	0.39903	25.9144
76.2994	100.633	30424.8	20881.4	0.686328	0.398755	25.9772
76.3994	100.629	30443.7	20908	0.686776	0.39848	26.04
76.4994	100.626	30462.6	20934.6	0.687224	0.398207	26.103
76.5994	100.622	30481.5	20961.2	0.687671	0.397934	26.1661
76.6994	100.619	30500.4	20987.8	0.688117	0.397661	26.2292
76.7994	100.615	30519.3	21014.4	0.688563	0.39739	26.2924
76.8994	100.611	30538.2	21041	0.689007	0.397119	26.3557
76.9994	100.608	30557.1	21067.6	0.689451	0.396849	26.4191
77.0994	100.604	30576	21094.2	0.689894	0.396579	26.4826
77.1994	100.6	30594.9	21120.8	0.690337	0.39631	26.5461
77.2994	100.597	30613.8	21147.4	0.690778	0.396042	26.6098
77.3994	100.593	30632.7	21173.9	0.691219	0.395775	26.6735
77.4994	100.589	30651.6	21200.5	0.69166	0.395508	26.7373
77.5994	100.585	30670.5	21227	0.692099	0.395242	26.8012
77.6994	100.581	30689.4	21253.6	0.692537	0.394977	26.8651
77.7994	100.578	30708.3	21280.1	0.692975	0.394712	26.9292
77.8994	100.574	30727.2	21306.7	0.693412	0.394448	26.9933
77.9994	100.57	30746.2	21333.2	0.693849	0.394185	27.0575
78.0994	100.566	30765.1	21359.7	0.694284	0.393922	27.1218
78.1994	100.562	30784	21386.2	0.694719	0.39366	27.1862
78.2994	100.558	30802.9	21412.7	0.695153	0.393399	27.2506
78.3994	100.554	30821.8	21439.2	0.695586	0.393138	27.3152
78.4994	100.55	30840.7	21465.7	0.696019	0.392878	27.3798
78.5994	100.546	30859.6	21492.2	0.696451	0.392619	27.4445
78.6994	100.542	30878.5	21518.7	0.696882	0.39236	27.5093
78.7994	100.538	30897.4	21545.1	0.697312	0.392102	27.5741
78.8994	100.534	30916.3	21571.6	0.697742	0.391845	27.6391
78.9994	100.53	30935.2	21598	0.69817	0.391588	27.7041
79.0994	100.525	30954.1	21624.5	0.698598	0.391332	27.7692
79.1994	100.521	30973	21650.9	0.699025	0.391077	27.8344
79.2994	100.517	30991.9	21677.4	0.699452	0.390822	27.8997
79.3994	100.513	31010.8	21703.8	0.699878	0.390568	27.9651
79.4994	100.509	31029.7	21730.2	0.700303	0.390314	28.0305
79.5994	100.504	31048.6	21756.6	0.700727	0.390061	28.096
79.6994	100.5	31067.5	21783	0.70115	0.389809	28.1616
79.7994	100.496	31086.4	21809.4	0.701573	0.389558	28.2273
79.8994	100.491	31105.4	21835.8	0.701995	0.389307	28.2931
79.9994	100.487	31124.3	21862.2	0.702416	0.389056	28.359
80.0993	100.483	31143.2	21888.5	0.702836	0.388807	28.4249
80.1993	100.478	31162.1	21914.9	0.703256	0.388558	28.4909
80.2993	100.474	31181	21941.3	0.703675	0.388309	28.557
80.3993	100.469	31199.9	21967.6	0.704093	0.388061	28.6232
80.4993	100.465	31218.8	21994	0.70451	0.387814	28.6895
80.5993	100.46	31237.7	22020.3	0.704927	0.387568	28.7558
80.6993	100.456	31256.6	22046.6	0.705343	0.387322	28.8223
80.7993	100.451	31275.5	22072.9	0.705758	0.387076	28.8888
80.8993	100.447	31294.4	22099.2	0.706172	0.386831	28.9554
80.9993	100.442	31313.3	22125.5	0.706586	0.386587	29.022
81.0993	100.437	31332.2	22151.8	0.706999	0.386344	29.0888
81.1993	100.433	31351.1	22178.1	0.707411	0.386101	29.1557
81.2993	100.428	31370	22204.4	0.707822	0.385858	29.2226
81.3993	100.423	31388.9	22230.7	0.708233	0.385617	29.2896
81.4993	100.419	31407.8	22256.9	0.708642	0.385375	29.3567
81.5993	100.414	31426.7	22283.2	0.709051	0.385135	29.4239
81.6993	100.409	31445.6	22309.4	0.70946	0.384895	29.4911
81.7993	100.404	31464.6	22335.6	0.709867	0.384655	29.5585
81.8993	100.399	31483.5	22361.9	0.710274	0.384417	29.6259
81.9993	100.394	31502.4	22388.1	0.71068	0.384178	29.6934
82.0993	100.39	31521.3	22414.3	0.711085	0.383941	29.761
82.1993	100.385	31540.2	22440.5	0.71149	0.383704	29.8286
82.2993	100.38	31559.1	22466.7	0.711893	0.383467	29.8964
82.3993	100.375	31578	22492.9	0.712296	0.383231	29.9642
82.4993	100.37	31596.9	22519.1	0.712698	0.382996	30.0321
82.5993	100.365	31615.8	22545.2	0.7131	0.382761	30.1001
82.6993	100.36	31634.7	22571.4	0.713501	0.382527	30.1682
82.7993	100.355	31653.6	22597.5	0.713901	0.382293	30.2364
82.8993	100.349	31672.5	22623.7	0.7143	0.38206	30.3046
82.9993	100.344	31691.4	22649.8	0.714698	0.381827	30.3729
83.0993	100.339	31710.3	22675.9	0.715096	0.381595	30.4413
83.1993	100.334	31729.2	22702	0.715493	0.381364	30.5098
83.2993	100.329	31748.1	22728.1	0.715889	0.381133	30.5784
83.3993	100.323	31767	22754.2	0.716284	0.380903	30.6471
83.4993	100.318	31785.9	22780.3	0.716679	0.380673	30.7158
83.5993	100.313	31804.8	22806.4	0.717073	0.380444	30.7846
83.6993	100.308	31823.7	22832.5	0.717466	0.380215	30.8535
83.7993	100.302	31842.7	22858.5	0.717858	0.379987	30.9225
83.8993	100.297	31861.6	22884.6	0.71825	0.37976	30.9916
83.9993	100.291	31880.5	22910.6	0.718641	0.379533	31.0607
84.0993	100.286	31899.4	22936.6	0.719031	0.379306	31.13
84.1993	100.281	31918.3	22962.7	0.71942	0.37908	31.1993
84.2993	100.275	31937.2	22988.7	0.719809	0.378855	31.2687
84.3993	100.269	31956.1	23014.7	0.720197	0.37863	31.3382
84.4993	100.264	31975	23040.7	0.720584	0.378405	31.4077
84.5993	100.258	31993.9	23066.6	0.72097	0.378182	31.4774
84.6993	100.253	32012.8	23092.6	0.721355	0.377958	31.5471
84.7993	100.247	32031.7	23118.6	0.72174	0.377736	31.6169
84.8993	100.241	32050.6	23144.5	0.722124	0.377513	31.6868
84.9993	100.236	32069.5	23170.5	0.722507	0.377292	31.7568
85.0993	100.23	32088.4	23196.4	0.72289	0.37707	31.8268
85.1993	100.224	32107.3	23222.3	0.723272	0.37685	31.897
85.2993	100.218	32126.2	23248.2	0.723653	0.37663	31.9672
85.3993	100.213	32145.1	23274.1	0.724033	0.37641	32.0375
85.4993	100.207	32164	23300	0.724412	0.376191	32.1079
85.5993	100.201	32182.9	23325.9	0.724791	0.375972	32.1783
85.6993	100.195	32201.9	23351.8	0.725169	0.375754	32.2489
85.7993	100.189	32220.8	23377.6	0.725546	0.375537	32.3195
85.8993	100.183	32239.7	23403.5	0.725922	0.375319	32.3902
85.9993	100.177	32258.6	23429.3	0.726298	0.375103	32.461
86.0993	100.171	32277.5	23455.2	0.726673	0.374887	32.5319
86.1993	100.165	32296.4	23481	0.727047	0.374671	32.6029
86.2993	100.159	32315.3	23506.8	0.727421	0.374456	32.6739
86.3993	100.153	32334.2	23532.6	0.727793	0.374242	32.7451
86.4993	100.147	32353.1	23558.4	0.728165	0.374027	32.8163
86.5993	100.14	32372	23584.2	0.728536	0.373814	32.8876
86.6992	100.134	32390.9	23609.9	0.728906	0.373601	32.9589
86.7992	100.128	32409.8	23635.7	0.729276	0.373388	33.0304
86.8992	100.122	32428.7	23661.4	0.729645	0.373176	33.1019
86.9992	100.115	32447.6	23687.2	0.730013	0.372964	33.1736
87.0992	100.109	32466.5	23712.9	0.73038	0.372753	33.2453
87.1992	100.103	32485.4	23738.6	0.730746	0.372543	33.317
87.2992	100.096	32504.3	23764.3	0.731112	0.372332	33.3889
87.3992	100.09	32523.2	23790	0.731477	0.372123	33.4609
87.4992	100.083	32542.1	23815.7	0.731841	0.371913	33.5329
87.5992	100.077	32561.1	23841.4	0.732205	0.371705	33.605
87.6992	100.07	32580	23867	0.732567	0.371496	33.6772
87.7992	100.064	32598.9	23892.7	0.732929	0.371289	33.7495
87.8992	100.057	32617.8	23918.3	0.73329	0.371081	33.8219
87.9992	100.051	32636.7	23943.9	0.733651	0.370875	33.8943
88.0992	100.044	32655.6	23969.5	0.73401	0.370668	33.9668
88.1992	100.037	32674.5	23995.1	0.734369	0.370462	34.0394
88.2992	100.03	32693.4	24020.7	0.734727	0.370257	34.1121
88.3992	100.024	32712.3	24046.3	0.735085	0.370052	34.1849
88.4992	100.017	32731.2	24071.9	0.735441	0.369847	34.2578
88.5992	100.01	32750.1	24097.4	0.735797	0.369643	34.3307
88.6992	100.003	32769	24123	0.736152	0.36944	34.4037
88.7992	99.9963	32787.9	24148.5	0.736506	0.369236	34.4768
88.8992	99.9894	32806.8	24174	0.73686	0.369034	34.55
88.9992	99.9824	32825.7	24199.5	0.737212	0.368832	34.6233
89.0992	99.9754	32844.6	24225	0.737564	0.36863	34.6966
89.1992	99.9684	32863.5	24250.5	0.737915	0.368428	34.7701
89.2992	99.9613	32882.4	24276	0.738266	0.368228	34.8436
89.3992	99.9543	32901.3	24301.4	0.738615	0.368027	34.9172
89.4992	99.9471	32920.2	24326.9	0.738964	0.367827	34.9909
89.5992	99.94	32939.2	24352.3	0.739312	0.367628	35.0646
89.6992	99.9328	32958.1	24377.7	0.73966	0.367429	35.1385
89.7992	99.9256	32977	24403.2	0.740006	0.36723	35.2124
89.8992	99.9183	32995.9	24428.6	0.740352	0.367032	35.2864
89.9992	99.911	33014.8	24453.9	0.740697	0.366834	35.3605
90.0992	99.9037	33033.7	24479.3	0.741041	0.366637	35.4347
90.1992	99.8963	33052.6	24504.7	0.741385	0.36644	35.5089
90.2992	99.8889	33071.5	24530	0.741727	0.366244	35.5833
90.3992	99.8815	33090.4	24555.4	0.742069	0.366047	35.6577
90.4992	99.874	33109.3	24580.7	0.742411	0.365852	35.7322
90.5992	99.8665	33128.2	24606	0.742751	0.365657	35.8068
90.6992	99.8589	33147.1	24631.3	0.743091	0.365462	35.8815
90.7992	99.8514	33166	24656.6	0.743429	0.365268	35.9562
90.8992	99.8438	33184.9	24681.9	0.743767	0.365074	36.031
90.9992	99.8361	33203.8	24707.1	0.744105	0.364881	36.106
91.0992	99.8284	33222.7	24732.4	0.744441	0.364688	36.181
91.1992	99.8207	33241.6	24757.6	0.744777	0.364495	36.256
91.2992	99.813	33260.5	24782.8	0.745112	0.364303	36.3312
91.3992	99.8052	33279.4	24808	0.745446	0.364111	36.4065
91.4992	99.7974	33298.4	24833.2	0.74578	0.36392	36.4818
91.5992	99.7895	33317.3	24858.4	0.746112	0.363729	36.5572
91.6992	99.7816	33336.2	24883.6	0.746444	0.363538	36.6327
91.7992	99.7737	33355.1	24908.7	0.746775	0.363348	36.7083
91.8992	99.7657	33374	24933.9	0.747106	0.363159	36.7839
91.9992	99.7577	33392.9	24959	0.747435	0.362969	36.8597
92.0992	99.7496	33411.8	24984.1	0.747764	0.36278	36.9355
92.1992	99.7416	33430.7	25009.2	0.748092	0.362592	37.0114
92.2992	99.7335	33449.6	25034.3	0.748419	0.362404	37.0874
92.3992	99.7253	33468.5	25059.4	0.748745	0.362217	37.1634
92.4992	99.7171	33487.4	25084.4	0.749071	0.362029	37.2396
92.5992	99.7089	33506.3	25109.5	0.749396	0.361842	37.3158
92.6992	99.7006	33525.2	25134.5	0.74972	0.361656	37.3921
92.7992	99.6923	33544.1	25159.5	0.750043	0.36147	37.4685
92.8992	99.684	33563	25184.6	0.750366	0.361284	37.545
92.9992	99.6756	33581.9	25209.5	0.750688	0.361099	37.6216
93.0992	99.6672	33600.8	25234.5	0.751009	0.360915	37.6982
93.1992	99.6587	33619.7	25259.5	0.751329	0.36073	37.775
93.2991	99.6503	33638.6	25284.4	0.751648	0.360546	37.8518
93.3991	99.6417	33657.6	25309.4	0.751967	0.360363	37.9287
93.4991	99.6332	33676.5	25334.3	0.752285	0.360179	38.0056
93.5991	99.6246	33695.4	25359.2	0.752602	0.359996	38.0827
93.6991	99.6159	33714.3	25384.1	0.752918	0.359814	38.1598
93.7991	99.6072	33733.2	25409	0.753234	0.359632	38.2371
93.8991	99.5985	33752.1	25433.8	0.753548	0.35945	38.3144
93.9991	99.5898	33771	25458.7	0.753862	0.359269	38.3918
94.0991	99.581	33789.9	25483.5	0.754175	0.359088	38.4692
94.1991	99.5722	33808.8	25508.3	0.754488	0.358908	38.5468
94.2991	99.5633	33827.7	25533.1	0.754799	0.358728	38.6244
94.3991	99.5544	33846.6	25557.9	0.75511	0.358548	38.7021
94.4991	99.5454	33865.5	25582.7	0.75542	0.358368	38.7799
94.5991	99.5364	33884.4	25607.4	0.755729	0.358189	38.8578
94.6991	99.5274	33903.3	25632.2	0.756038	0.358011	38.9358
94.7991	99.5183	33922.2	25656.9	0.756345	0.357833	39.0138
94.8991	99.5092	33941.1	25681.6	0.756652	0.357655	39.092
94.9991	99.5001	33960	25706.3	0.756958	0.357477	39.1702
95.0991	99.4909	33978.9	25731	0.757264	0.3573	39.2485
95.1991	99.4817	33997.8	25755.7	0.757568	0.357123	39.3268
95.2991	99.4724	34016.8	25780.3	0.757872	0.356947	39.4053
95.3991	99.4631	34035.7	25805	0.758175	0.356771	39.4838
95.4991	99.4538	34054.6	25829.6	0.758477	0.356596	39.5625
95.5991	99.4444	34073.5	25854.2	0.758778	0.35642	39.6412
95.6991	99.435	34092.4	25878.8	0.759079	0.356245	39.72
95.7991	99.4255	34111.3	25903.4	0.759379	0.356071	39.7988
95.8991	99.416	34130.2	25927.9	0.759677	0.355897	39.8778
95.9991	99.4064	34149.1	25952.5	0.759976	0.355723	39.9568
96.0991	99.3968	34168	25977	0.760273	0.35555	40.0359
96.1991	99.3872	34186.9	26001.5	0.76057	0.355376	40.1151
96.2991	99.3775	34205.8	26026	0.760865	0.355204	40.1944
96.3991	99.3678	34224.7	26050.5	0.76116	0.355031	40.2738
96.4991	99.3581	34243.6	26075	0.761455	0.354859	40.3532
96.5991	99.3483	34262.5	26099.4	0.761748	0.354688	40.4328
96.6991	99.3385	34281.4	26123.8	0.762041	0.354516	40.5124
96.7991	99.3286	34300.3	26148.2	0.762332	0.354346	40.5921
96.8991	99.3187	34319.2	26172.6	0.762623	0.354175	40.6718
96.9991	99.3087	34338.1	26197	0.762914	0.354005	40.7517
97.0991	99.2987	34357	26221.4	0.763203	0.353835	40.8316
97.1991	99.2887	34375.9	26245.8	0.763492	0.353665	40.9117
97.2991	99.2786	34394.9	26270.1	0.76378	0.353496	40.9918
97.3991	99.2685	34413.8	26294.4	0.764066	0.353327	41.072
97.4991	99.2583	34432.7	26318.7	0.764353	0.353159	41.1522
97.5991	99.2481	34451.6	26343	0.764638	0.352991	41.2326
97.6991	99.2378	34470.5	26367.3	0.764923	0.352823	41.313
97.7991	99.2276	34489.4	26391.5	0.765207	0.352655	41.3935
97.8991	99.2172	34508.3	26415.7	0.76549	0.352488	41.4741
97.9991	99.2068	34527.2	26440	0.765772	0.352322	41.5548
98.0991	99.1964	34546.1	26464.2	0.766053	0.352155	41.6356
98.1991	99.186	34565	26488.3	0.766334	0.351989	41.7164
98.2991	99.1755	34583.9	26512.5	0.766614	0.351823	41.7974
98.3991	99.1649	34602.8	26536.6	0.766893	0.351658	41.8784
98.4991	99.1543	34621.7	26560.8	0.767171	0.351493	41.9595
98.5991	99.1437	34640.6	26584.9	0.767448	0.351328	42.0406
98.6991	99.133	34659.5	26609	0.767725	0.351164	42.1219
98.7991	99.1223	34678.4	26633.1	0.768001	0.351	42.2032
98.8991	99.1115	34697.3	26657.1	0.768276	0.350836	42.2847
98.9991	99.1007	34716.2	26681.2	0.76855	0.350672	42.3662
99.0991	99.0899	34735.1	26705.2	0.768823	0.350509	42.4478
99.1991	99.079	34754.1	26729.2	0.769096	0.350347	42.5294
99.2991	99.068	34773	26753.2	0.769368	0.350184	42.6112
99.3991	99.057	34791.9	26777.2	0.769639	0.350022	42.693
99.4991	99.046	34810.8	26801.1	0.769909	0.34986	42.7749
99.5991	99.0349	34829.7	26825.1	0.770178	0.349699	42.8569
99.6991	99.0238	34848.6	26849	0.770447	0.349538	42.939
99.799	99.0127	34867.5	26872.9	0.770715	0.349377	43.0212
99.899	99.0014	34886.4	26896.8	0.770981	0.349216	43.1034
99.999	98.9902	34905.3	26920.6	0.771248	0.349056	43.1858
100.099	98.9789	34924.2	26944.5	0.771513	0.348896	43.2682
100.199	98.9676	34943.1	26968.3	0.771777	0.348737	43.3507
100.299	98.9562	34962	26992.1	0.772041	0.348578	43.4332
100.399	98.9448	34980.9	27015.9	0.772304	0.348419	43.5159
