Q	H	P	Ph	ni	e	dHu
100.499	98.9333	34999.8	27039.7	0.772566	0.34826	43.5986
100.599	98.9218	35018.7	27063.4	0.772827	0.348102	43.6815
100.699	98.9102	35037.6	27087.2	0.773088	0.347944	43.7644
100.799	98.8986	35056.5	27110.9	0.773347	0.347786	43.8474
100.899	98.8869	35075.4	27134.6	0.773606	0.347629	43.9304
100.999	98.8752	35094.3	27158.2	0.773864	0.347472	44.0136
101.099	98.8635	35113.2	27181.9	0.774121	0.347315	44.0968
101.199	98.8517	35132.2	27205.6	0.774377	0.347159	44.1801
101.299	98.8399	35151.1	27229.2	0.774633	0.347003	44.2635
101.399	98.828	35170	27252.8	0.774888	0.346847	44.347
101.499	98.816	35188.9	27276.4	0.775142	0.346692	44.4306
101.599	98.8041	35207.8	27299.9	0.775395	0.346537	44.5142
101.699	98.7921	35226.7	27323.5	0.775647	0.346382	44.598
101.799	98.78	35245.6	27347	0.775898	0.346227	44.6818
101.899	98.7679	35264.5	27370.5	0.776149	0.346073	44.7657
101.999	98.7557	35283.4	27394	0.776399	0.345919	44.8497
102.099	98.7435	35302.3	27417.5	0.776648	0.345765	44.9337
102.199	98.7312	35321.2	27440.9	0.776896	0.345612	45.0179
102.299	98.7189	35340.1	27464.3	0.777143	0.345459	45.1021
102.399	98.7066	35359	27487.7	0.77739	0.345306	45.1864
102.499	98.6942	35377.9	27511.1	0.777635	0.345154	45.2708
102.599	98.6818	35396.8	27534.5	0.77788	0.345002	45.3552
102.699	98.6693	35415.7	27557.8	0.778124	0.34485	45.4398
102.799	98.6567	35434.6	27581.2	0.778368	0.344698	45.5244
102.899	98.6442	35453.5	27604.5	0.77861	0.344547	45.6092
102.999	98.6315	35472.4	27627.8	0.778851	0.344396	45.694
103.099	98.6189	35491.4	27651	0.779092	0.344245	45.7788
103.199	98.6061	35510.3	27674.3	0.779332	0.344095	45.8638
103.299	98.5934	35529.2	27697.5	0.779571	0.343945	45.9489
103.399	98.5805	35548.1	27720.7	0.779809	0.343795	46.034
103.499	98.5677	35567	27743.9	0.780047	0.343646	46.1192
103.599	98.5547	35585.9	27767.1	0.780283	0.343496	46.2045
103.699	98.5418	35604.8	27790.2	0.780519	0.343347	46.2899
103.799	98.5288	35623.7	27813.3	0.780754	0.343199	46.3753
103.899	98.5157	35642.6	27836.4	0.780988	0.34305	46.4609
103.999	98.5026	35661.5	27859.5	0.781222	0.342902	46.5465
104.099	98.4894	35680.4	27882.6	0.781454	0.342755	46.6322
104.199	98.4762	35699.3	27905.6	0.781686	0.342607	46.718
104.299	98.463	35718.2	27928.7	0.781916	0.34246	46.8039
104.399	98.4497	35737.1	27951.7	0.782146	0.342313	46.8898
104.499	98.4363	35756	27974.6	0.782375	0.342166	46.9759
104.599	98.4229	35774.9	27997.6	0.782604	0.34202	47.062
104.699	98.4095	35793.8	28020.5	0.782831	0.341874	47.1482
104.799	98.396	35812.7	28043.4	0.783058	0.341728	47.2345
104.899	98.3824	35831.6	28066.3	0.783283	0.341582	47.3208
104.999	98.3688	35850.6	28089.2	0.783508	0.341437	47.4073
105.099	98.3552	35869.5	28112.1	0.783732	0.341292	47.4938
105.199	98.3415	35888.4	28134.9	0.783956	0.341147	47.5804
105.299	98.3277	35907.3	28157.7	0.784178	0.341003	47.6671
105.399	98.3139	35926.2	28180.5	0.7844	0.340859	47.7539
105.499	98.3001	35945.1	28203.2	0.78462	0.340715	47.8408
105.599	98.2862	35964	28226	0.78484	0.340571	47.9277
105.699	98.2722	35982.9	28248.7	0.785059	0.340428	48.0147
105.799	98.2582	36001.8	28271.4	0.785278	0.340285	48.1018
105.899	98.2442	36020.7	28294.1	0.785495	0.340142	48.189
105.999	98.2301	36039.6	28316.7	0.785712	0.34	48.2763
106.099	98.2159	36058.5	28339.4	0.785927	0.339857	48.3636
106.199	98.2017	36077.4	28362	0.786142	0.339715	48.4511
106.299	98.1875	36096.3	28384.6	0.786356	0.339574	48.5386
106.399	98.1732	36115.2	28407.1	0.786569	0.339432	48.6262
106.499	98.1588	36134.1	28429.7	0.786781	0.339291	48.7139
106.599	98.1444	36153	28452.2	0.786993	0.33915	48.8017
106.699	98.13	36171.9	28474.7	0.787204	0.339009	48.8895
106.799	98.1155	36190.8	28497.2	0.787413	0.338869	48.9774
106.899	98.1009	36209.8	28519.6	0.787622	0.338729	49.0654
106.999	98.0863	36228.7	28542	0.78783	0.338589	49.1535
107.099	98.0716	36247.6	28564.4	0.788037	0.338449	49.2417
107.199	98.0569	36266.5	28586.8	0.788244	0.33831	49.33
107.299	98.0422	36285.4	28609.2	0.788449	0.338171	49.4183
107.399	98.0274	36304.3	28631.5	0.788654	0.338032	49.5067
107.499	98.0125	36323.2	28653.8	0.788858	0.337893	49.5953
107.599	97.9976	36342.1	28676.1	0.789061	0.337755	49.6838
107.699	97.9826	36361	28698.4	0.789263	0.337617	49.7725
107.799	97.9676	36379.9	28720.6	0.789464	0.337479	49.8613
107.899	97.9525	36398.8	28742.8	0.789665	0.337342	49.9501
107.999	97.9374	36417.7	28765	0.789864	0.337204	50.039
108.099	97.9222	36436.6	28787.2	0.790063	0.337067	50.128
108.199	97.907	36455.5	28809.4	0.790261	0.33693	50.2171
108.299	97.8917	36474.4	28831.5	0.790458	0.336794	50.3063
108.399	97.8764	36493.3	28853.6	0.790654	0.336658	50.3955
108.499	97.861	36512.2	28875.7	0.790849	0.336522	50.4849
108.599	97.8456	36531.1	28897.7	0.791044	0.336386	50.5743
108.699	97.8301	36550	28919.8	0.791237	0.33625	50.6638
108.799	97.8145	36568.9	28941.8	0.79143	0.336115	50.7533
108.899	97.7989	36587.9	28963.7	0.791622	0.33598	50.843
108.999	97.7833	36606.8	28985.7	0.791813	0.335845	50.9328
109.099	97.7676	36625.7	29007.6	0.792003	0.335711	51.0226
109.199	97.7518	36644.6	29029.5	0.792192	0.335576	51.1125
109.299	97.736	36663.5	29051.4	0.79238	0.335442	51.2025
109.399	97.7201	36682.4	29073.3	0.792568	0.335308	51.2925
109.499	97.7042	36701.3	29095.1	0.792755	0.335175	51.3827
109.599	97.6882	36720.2	29116.9	0.79294	0.335042	51.4729
109.699	97.6722	36739.1	29138.7	0.793126	0.334909	51.5633
109.799	97.6561	36758	29160.5	0.79331	0.334776	51.6537
109.899	97.64	36776.9	29182.2	0.793493	0.334643	51.7441
109.999	97.6238	36795.8	29203.9	0.793675	0.334511	51.8347
110.099	97.6076	36814.7	29225.6	0.793857	0.334379	51.9254
110.199	97.5913	36833.6	29247.3	0.794037	0.334247	52.0161
110.299	97.5749	36852.5	29268.9	0.794217	0.334115	52.1069
110.399	97.5585	36871.4	29290.5	0.794396	0.333984	52.1978
110.499	97.5421	36890.3	29312.1	0.794574	0.333853	52.2888
110.599	97.5256	36909.2	29333.7	0.794751	0.333722	52.3798
110.699	97.509	36928.1	29355.2	0.794927	0.333591	52.471
110.799	97.4924	36947.1	29376.7	0.795103	0.333461	52.5622
110.899	97.4757	36966	29398.2	0.795277	0.33333	52.6535
110.999	97.459	36984.9	29419.7	0.795451	0.3332	52.7449
111.099	97.4422	37003.8	29441.1	0.795624	0.333071	52.8364
111.199	97.4254	37022.7	29462.5	0.795796	0.332941	52.9279
111.299	97.4085	37041.6	29483.9	0.795967	0.332812	53.0196
111.399	97.3915	37060.5	29505.2	0.796137	0.332683	53.1113
111.499	97.3745	37079.4	29526.6	0.796306	0.332554	53.2031
111.599	97.3574	37098.3	29547.9	0.796475	0.332425	53.295
111.699	97.3403	37117.2	29569.1	0.796642	0.332297	53.387
111.799	97.3232	37136.1	29590.4	0.796809	0.332169	53.479
111.899	97.3059	37155	29611.6	0.796975	0.332041	53.5711
111.999	97.2887	37173.9	29632.8	0.79714	0.331913	53.6634
112.099	97.2713	37192.8	29654	0.797304	0.331786	53.7556
112.199	97.2539	37211.7	29675.1	0.797467	0.331659	53.848
112.299	97.2365	37230.6	29696.2	0.797629	0.331532	53.9405
112.399	97.219	37249.5	29717.3	0.797791	0.331405	54.033
112.499	97.2014	37268.4	29738.4	0.797951	0.331278	54.1257
112.599	97.1838	37287.3	29759.4	0.798111	0.331152	54.2184
112.699	97.1661	37306.2	29780.5	0.79827	0.331026	54.3112
112.799	97.1484	37325.2	29801.4	0.798428	0.3309	54.404
112.899	97.1306	37344.1	29822.4	0.798585	0.330775	54.497
112.999	97.1127	37363	29843.3	0.798741	0.330649	54.59
113.099	97.0948	37381.9	29864.2	0.798896	0.330524	54.6831
113.199	97.0769	37400.8	29885.1	0.799051	0.330399	54.7764
113.299	97.0589	37419.7	29906	0.799204	0.330274	54.8696
113.399	97.0408	37438.6	29926.8	0.799357	0.33015	54.963
113.499	97.0227	37457.5	29947.6	0.799508	0.330025	55.0565
113.599	97.0045	37476.4	29968.3	0.799659	0.329901	55.15
113.699	96.9863	37495.3	29989.1	0.799809	0.329777	55.2436
113.799	96.968	37514.2	30009.8	0.799958	0.329654	55.3373
113.899	96.9496	37533.1	30030.5	0.800106	0.32953	55.4311
113.999	96.9312	37552	30051.1	0.800254	0.329407	55.5249
114.099	96.9127	37570.9	30071.8	0.8004	0.329284	55.6189
114.199	96.8942	37589.8	30092.4	0.800546	0.329161	55.7129
114.299	96.8756	37608.7	30112.9	0.80069	0.329039	55.807
114.399	96.857	37627.6	30133.5	0.800834	0.328916	55.9012
114.499	96.8383	37646.5	30154	0.800977	0.328794	55.9955
114.599	96.8195	37665.4	30174.5	0.801119	0.328672	56.0898
114.699	96.8007	37684.4	30195	0.80126	0.328551	56.1843
114.799	96.7818	37703.3	30215.4	0.8014	0.328429	56.2788
114.899	96.7629	37722.2	30235.8	0.801539	0.328308	56.3734
114.999	96.7439	37741.1	30256.2	0.801678	0.328187	56.4681
115.099	96.7248	37760	30276.5	0.801815	0.328066	56.5629
115.199	96.7057	37778.9	30296.8	0.801952	0.327945	56.6577
115.299	96.6866	37797.8	30317.1	0.802087	0.327825	56.7526
115.399	96.6673	37816.7	30337.4	0.802222	0.327704	56.8476
115.499	96.6481	37835.6	30357.6	0.802356	0.327584	56.9427
115.599	96.6287	37854.5	30377.8	0.802489	0.327464	57.0379
115.699	96.6093	37873.4	30398	0.802621	0.327345	57.1332
115.799	96.5899	37892.3	30418.1	0.802752	0.327225	57.2285
115.899	96.5703	37911.2	30438.3	0.802883	0.327106	57.324
115.999	96.5508	37930.1	30458.3	0.803012	0.326987	57.4195
116.099	96.5311	37949	30478.4	0.80314	0.326868	57.5151
116.199	96.5114	37967.9	30498.4	0.803268	0.32675	57.6107
116.299	96.4917	37986.8	30518.4	0.803395	0.326631	57.7065
116.399	96.4719	38005.7	30538.4	0.803521	0.326513	57.8023
116.499	96.452	38024.6	30558.3	0.803645	0.326395	57.8983
116.599	96.4321	38043.6	30578.2	0.803769	0.326277	57.9943
116.699	96.4121	38062.5	30598.1	0.803893	0.32616	58.0903
116.799	96.392	38081.4	30618	0.804015	0.326042	58.1865
116.899	96.3719	38100.3	30637.8	0.804136	0.325925	58.2828
116.999	96.3517	38119.2	30657.6	0.804256	0.325808	58.3791
117.099	96.3315	38138.1	30677.3	0.804376	0.325691	58.4755
117.199	96.3112	38157	30697.1	0.804495	0.325575	58.572
117.299	96.2909	38175.9	30716.8	0.804612	0.325459	58.6686
117.399	96.2705	38194.8	30736.5	0.804729	0.325342	58.7652
117.499	96.25	38213.7	30756.1	0.804845	0.325226	58.862
117.599	96.2295	38232.6	30775.7	0.80496	0.325111	58.9588
117.699	96.2089	38251.5	30795.3	0.805074	0.324995	59.0557
117.799	96.1882	38270.4	30814.8	0.805187	0.32488	59.1527
117.899	96.1675	38289.3	30834.3	0.805299	0.324764	59.2498
117.999	96.1468	38308.2	30853.8	0.80541	0.324649	59.347
118.099	96.1259	38327.1	30873.3	0.805521	0.324535	59.4442
118.199	96.105	38346	30892.7	0.80563	0.32442	59.5415
118.299	96.0841	38364.9	30912.1	0.805739	0.324306	59.6389
118.399	96.0631	38383.8	30931.5	0.805846	0.324191	59.7364
118.499	96.042	38402.8	30950.8	0.805953	0.324077	59.834
118.599	96.0209	38421.7	30970.1	0.806059	0.323963	59.9316
118.699	95.9997	38440.6	30989.4	0.806164	0.32385	60.0294
118.799	95.9784	38459.5	31008.6	0.806268	0.323736	60.1272
118.899	95.9571	38478.4	31027.8	0.806371	0.323623	60.2251
118.999	95.9357	38497.3	31047	0.806473	0.32351	60.323
119.099	95.9143	38516.2	31066.2	0.806574	0.323397	60.4211
119.199	95.8928	38535.1	31085.3	0.806674	0.323284	60.5193
119.299	95.8712	38554	31104.4	0.806774	0.323172	60.6175
119.399	95.8496	38572.9	31123.4	0.806872	0.323059	60.7158
119.499	95.8279	38591.8	31142.4	0.80697	0.322947	60.8142
119.599	95.8062	38610.7	31161.4	0.807066	0.322835	60.9127
119.699	95.7844	38629.6	31180.4	0.807162	0.322724	61.0112
119.799	95.7625	38648.5	31199.3	0.807257	0.322612	61.1099
119.899	95.7405	38667.4	31218.2	0.807351	0.322501	61.2086
119.999	95.7186	38686.3	31237	0.807444	0.322389	61.3074
120.099	95.6965	38705.2	31255.9	0.807536	0.322278	61.4063
120.199	95.6744	38724.1	31274.7	0.807627	0.322168	61.5052
120.299	95.6522	38743	31293.4	0.807717	0.322057	61.6043
120.399	95.63	38762	31312.2	0.807806	0.321947	61.7034
120.499	95.6077	38780.9	31330.9	0.807895	0.321836	61.8026
120.599	95.5853	38799.8	31349.5	0.807982	0.321726	61.9019
120.699	95.5629	38818.7	31368.2	0.808069	0.321616	62.0013
120.799	95.5404	38837.6	31386.8	0.808154	0.321506	62.1008
120.899	95.5178	38856.5	31405.3	0.808239	0.321397	62.2003
120.999	95.4952	38875.4	31423.9	0.808323	0.321288	62.2999
121.099	95.4725	38894.3	31442.4	0.808405	0.321178	62.3997
121.199	95.4498	38913.2	31460.8	0.808487	0.321069	62.4995
121.299	95.427	38932.1	31479.3	0.808568	0.320961	62.5993
121.399	95.4041	38951	31497.7	0.808648	0.320852	62.6993
121.499	95.3812	38969.9	31516	0.808727	0.320743	62.7993
121.599	95.3582	38988.8	31534.4	0.808805	0.320635	62.8994
121.699	95.3351	39007.7	31552.7	0.808883	0.320527	62.9996
121.799	95.312	39026.6	31570.9	0.808959	0.320419	63.0999
121.899	95.2888	39045.5	31589.2	0.809034	0.320311	63.2003
121.999	95.2656	39064.4	31607.4	0.809109	0.320204	63.3008
122.099	95.2423	39083.3	31625.5	0.809182	0.320096	63.4013
122.199	95.2189	39102.2	31643.7	0.809255	0.319989	63.5019
122.299	95.1955	39121.1	31661.8	0.809326	0.319882	63.6026
122.399	95.172	39140.1	31679.8	0.809397	0.319775	63.7034
122.499	95.1484	39159	31697.9	0.809467	0.319668	63.8042
122.599	95.1248	39177.9	31715.9	0.809536	0.319562	63.9052
122.699	95.1011	39196.8	31733.8	0.809603	0.319455	64.0062
122.799	95.0774	39215.7	31751.8	0.80967	0.319349	64.1073
122.899	95.0535	39234.6	31769.7	0.809736	0.319243	64.2085
122.999	95.0297	39253.5	31787.5	0.809801	0.319137	64.3098
123.099	95.0057	39272.4	31805.4	0.809866	0.319032	64.4112
123.199	94.9817	39291.3	31823.1	0.809929	0.318926	64.5126
123.299	94.9576	39310.2	31840.9	0.809991	0.318821	64.6141
123.399	94.9335	39329.1	31858.6	0.810052	0.318716	64.7157
123.499	94.9093	39348	31876.3	0.810113	0.318611	64.8174
123.599	94.885	39366.9	31894	0.810172	0.318506	64.9192
123.699	94.8607	39385.8	31911.6	0.810231	0.318401	65.021
123.799	94.8363	39404.7	31929.2	0.810288	0.318297	65.123
123.899	94.8119	39423.6	31946.7	0.810345	0.318193	65.225
123.999	94.7873	39442.5	31964.2	0.8104	0.318088	65.3271
124.099	94.7628	39461.4	31981.7	0.810455	0.317984	65.4293
124.199	94.7381	39480.3	31999.2	0.810509	0.317881	65.5315
124.299	94.7134	39499.3	32016.6	0.810562	0.317777	65.6339
124.399	94.6886	39518.2	32034	0.810614	0.317673	65.7363
124.499	94.6638	39537.1	32051.3	0.810664	0.31757	65.8388
124.599	94.6389	39556	32068.6	0.810714	0.317467	65.9414
124.699	94.6139	39574.9	32085.9	0.810764	0.317364	66.0441
124.799	94.5888	39593.8	32103.1	0.810812	0.317261	66.1468
124.899	94.5637	39612.7	32120.3	0.810859	0.317159	66.2497
124.999	94.5386	39631.6	32137.5	0.810905	0.317056	66.3526
125.099	94.5133	39650.5	32154.6	0.81095	0.316954	66.4556
125.199	94.488	39669.4	32171.7	0.810995	0.316852	66.5587
125.299	94.4627	39688.3	32188.7	0.811038	0.31675	66.6619
125.399	94.4372	39707.2	32205.7	0.81108	0.316648	66.7651
125.499	94.4118	39726.1	32222.7	0.811122	0.316546	66.8684
125.599	94.3862	39745	32239.7	0.811162	0.316445	66.9719
125.699	94.3606	39763.9	32256.6	0.811202	0.316343	67.0754
125.799	94.3349	39782.8	32273.4	0.811241	0.316242	67.1789
125.899	94.3091	39801.7	32290.3	0.811278	0.316141	67.2826
125.999	94.2833	39820.6	32307.1	0.811315	0.31604	67.3864
126.099	94.2574	39839.5	32323.8	0.811351	0.31594	67.4902
126.199	94.2315	39858.5	32340.6	0.811386	0.315839	67.5941
126.299	94.2054	39877.4	32357.3	0.811419	0.315739	67.6981
126.399	94.1794	39896.3	32373.9	0.811452	0.315638	67.8022
126.499	94.1532	39915.2	32390.5	0.811484	0.315538	67.9063
126.599	94.127	39934.1	32407.1	0.811515	0.315438	68.0106
126.699	94.1007	39953	32423.6	0.811545	0.315339	68.1149
126.799	94.0744	39971.9	32440.2	0.811574	0.315239	68.2193
126.899	94.048	39990.8	32456.6	0.811602	0.31514	68.3238
126.999	94.0215	40009.7	32473.1	0.81163	0.31504	68.4283
127.099	93.9949	40028.6	32489.4	0.811656	0.314941	68.533
127.199	93.9683	40047.5	32505.8	0.811681	0.314842	68.6377
127.299	93.9416	40066.4	32522.1	0.811706	0.314743	68.7426
127.399	93.9149	40085.3	32538.4	0.811729	0.314645	68.8475
127.499	93.8881	40104.2	32554.6	0.811751	0.314546	68.9524
127.599	93.8612	40123.1	32570.9	0.811773	0.314448	69.0575
127.699	93.8343	40142	32587	0.811793	0.31435	69.1626
127.799	93.8072	40160.9	32603.2	0.811813	0.314252	69.2679
127.899	93.7802	40179.8	32619.2	0.811831	0.314154	69.3732
127.999	93.753	40198.7	32635.3	0.811849	0.314056	69.4786
128.099	93.7258	40217.6	32651.3	0.811865	0.313958	69.5841
128.199	93.6985	40236.6	32667.3	0.811881	0.313861	69.6896
128.299	93.6712	40255.5	32683.2	0.811896	0.313764	69.7953
128.399	93.6438	40274.4	32699.1	0.811909	0.313667	69.901
128.499	93.6163	40293.3	32715	0.811922	0.31357	70.0068
128.599	93.5888	40312.2	32730.8	0.811934	0.313473	70.1127
128.699	93.5611	40331.1	32746.6	0.811945	0.313376	70.2187
128.799	93.5335	40350	32762.4	0.811955	0.31328	70.3247
128.899	93.5057	40368.9	32778.1	0.811964	0.313183	70.4309
128.999	93.4779	40387.8	32793.8	0.811972	0.313087	70.5371
129.099	93.45	40406.7	32809.4	0.811979	0.312991	70.6434
129.199	93.4221	40425.6	32825	0.811985	0.312895	70.7498
129.299	93.3941	40444.5	32840.5	0.81199	0.312799	70.8563
129.399	93.366	40463.4	32856.1	0.811994	0.312704	70.9628
129.499	93.3378	40482.3	32871.5	0.811997	0.312608	71.0695
129.599	93.3096	40501.2	32887	0.811999	0.312513	71.1762
129.699	93.2813	40520.2	32902.4	0.812	0.312418	71.283
129.799	93.253	40539.1	32917.7	0.812001	0.312322	71.3899
129.899	93.2245	40558	32933.1	0.812	0.312228	71.4968
129.999	93.196	40576.9	32948.3	0.811998	0.312133	71.6039
130.099	93.1675	40595.8	32963.6	0.811995	0.312038	71.711
130.199	93.1389	40614.7	32978.8	0.811992	0.311944	71.8182
130.299	93.1102	40633.6	32994	0.811987	0.311849	71.9255
130.399	93.0814	40652.5	33009.1	0.811982	0.311755	72.0329
130.499	93.0526	40671.4	33024.2	0.811975	0.311661	72.1404
130.599	93.0237	40690.3	33039.2	0.811967	0.311567	72.2479
130.699	92.9947	40709.2	33054.2	0.811959	0.311474	72.3556
130.799	92.9657	40728.1	33069.2	0.811949	0.31138	72.4633
130.899	92.9366	40747	33084.1	0.811939	0.311287	72.5711
130.999	92.9074	40765.9	33099	0.811928	0.311193	72.6789
131.099	92.8782	40784.9	33113.8	0.811915	0.3111	72.7869
131.199	92.8489	40803.8	33128.6	0.811902	0.311007	72.8949
131.299	92.8195	40822.7	33143.4	0.811888	0.310914	73.003
131.399	92.7901	40841.6	33158.1	0.811872	0.310821	73.1112
131.499	92.7606	40860.5	33172.8	0.811856	0.310729	73.2195
131.599	92.731	40879.4	33187.5	0.811839	0.310636	73.3279
131.699	92.7014	40898.3	33202.1	0.811821	0.310544	73.4363
131.799	92.6717	40917.2	33216.6	0.811801	0.310452	73.5449
131.899	92.6419	40936.1	33231.2	0.811781	0.31036	73.6535
131.999	92.612	40955	33245.6	0.81176	0.310268	73.7622
132.099	92.5821	40973.9	33260.1	0.811738	0.310176	73.871
132.199	92.5521	40992.8	33274.5	0.811715	0.310084	73.9798
132.299	92.5221	41011.7	33288.8	0.811691	0.309993	74.0888
132.399	92.492	41030.6	33303.2	0.811666	0.309902	74.1978
132.499	92.4618	41049.5	33317.4	0.81164	0.30981	74.3069
132.599	92.4315	41068.4	33331.7	0.811613	0.309719	74.4161
132.699	92.4012	41087.4	33345.9	0.811585	0.309628	74.5254
132.799	92.3708	41106.3	33360	0.811556	0.309538	74.6347
132.899	92.3403	41125.2	33374.1	0.811526	0.309447	74.7442
132.999	92.3098	41144.1	33388.2	0.811495	0.309356	74.8537
133.099	92.2792	41163	33402.2	0.811463	0.309266	74.9633
133.199	92.2485	41181.9	33416.2	0.81143	0.309176	75.073
133.299	92.2178	41200.8	33430.2	0.811396	0.309086	75.1827
133.399	92.187	41219.7	33444.1	0.811361	0.308996	75.2926
133.499	92.1561	41238.6	33457.9	0.811325	0.308906	75.4025
133.599	92.1252	41257.5	33471.8	0.811289	0.308816	75.5125
133.699	92.0942	41276.4	33485.5	0.811251	0.308727	75.6227
133.799	92.0631	41295.3	33499.3	0.811212	0.308637	75.7328
133.899	92.0319	41314.2	33513	0.811172	0.308548	75.8431
133.999	92.0007	41333.1	33526.6	0.811132	0.308459	75.9534
134.099	91.9694	41352	33540.2	0.81109	0.30837	76.0639
134.199	91.938	41371	33553.8	0.811047	0.308281	76.1744
134.299	91.9066	41389.9	33567.3	0.811003	0.308192	76.285
134.399	91.8751	41408.8	33580.8	0.810959	0.308103	76.3956
134.499	91.8436	41427.7	33594.2	0.810913	0.308015	76.5064
134.599	91.8119	41446.6	33607.6	0.810866	0.307926	76.6172
134.699	91.7802	41465.5	33621	0.810819	0.307838	76.7281
134.799	91.7484	41484.4	33634.3	0.81077	0.30775	76.8392
134.899	91.7166	41503.3	33647.6	0.810721	0.307662	76.9502
134.999	91.6847	41522.2	33660.8	0.81067	0.307574	77.0614
135.099	91.6527	41541.1	33674	0.810619	0.307486	77.1727
135.199	91.6207	41560	33687.1	0.810566	0.307399	77.284
135.299	91.5885	41578.9	33700.2	0.810512	0.307311	77.3954
135.399	91.5563	41597.8	33713.3	0.810458	0.307224	77.5069
135.499	91.5241	41616.7	33726.3	0.810402	0.307137	77.6185
135.599	91.4918	41635.6	33739.3	0.810346	0.30705	77.7301
135.699	91.4594	41654.6	33752.2	0.810288	0.306963	77.8419
135.799	91.4269	41673.5	33765.1	0.81023	0.306876	77.9537
135.899	91.3944	41692.4	33777.9	0.810171	0.306789	78.0656
135.999	91.3618	41711.3	33790.7	0.81011	0.306703	78.1776
136.099	91.3291	41730.2	33803.5	0.810049	0.306616	78.2897
136.199	91.2963	41749.1	33816.2	0.809986	0.30653	78.4019
136.299	91.2635	41768	33828.9	0.809923	0.306444	78.5141
136.399	91.2306	41786.9	33841.5	0.809859	0.306358	78.6264
136.499	91.1977	41805.8	33854.1	0.809793	0.306272	78.7388
136.599	91.1646	41824.7	33866.6	0.809727	0.306186	78.8513
136.699	91.1316	41843.6	33879.1	0.809659	0.3061	78.9639
136.799	91.0984	41862.5	33891.5	0.809591	0.306015	79.0765
136.899	91.0652	41881.4	33903.9	0.809522	0.305929	79.1893
136.999	91.0319	41900.3	33916.3	0.809452	0.305844	79.3021
137.099	90.9985	41919.2	33928.6	0.80938	0.305759	79.415
137.199	90.965	41938.2	33940.9	0.809308	0.305673	79.528
137.299	90.9315	41957.1	33953.1	0.809234	0.305589	79.641
137.399	90.8979	41976	33965.3	0.80916	0.305504	79.7542
137.499	90.8643	41994.9	33977.4	0.809085	0.305419	79.8674
137.599	90.8306	42013.8	33989.5	0.809009	0.305335	79.9807
137.699	90.7968	42032.7	34001.6	0.808932	0.30525	80.0941
137.799	90.7629	42051.6	34013.6	0.808853	0.305166	80.2076
137.899	90.729	42070.5	34025.5	0.808774	0.305082	80.3211
137.999	90.695	42089.4	34037.4	0.808694	0.304997	80.4348
138.099	90.6609	42108.3	34049.3	0.808613	0.304913	80.5485
138.199	90.6268	42127.2	34061.1	0.808531	0.30483	80.6623
138.299	90.5926	42146.1	34072.9	0.808447	0.304746	80.7762
138.399	90.5583	42165	34084.7	0.808363	0.304662	80.8902
138.499	90.5239	42183.9	34096.3	0.808278	0.304579	81.0042
138.599	90.4895	42202.8	34108	0.808192	0.304495	81.1183
138.699	90.455	42221.8	34119.6	0.808105	0.304412	81.2326
138.799	90.4205	42240.7	34131.2	0.808017	0.304329	81.3469
138.899	90.3858	42259.6	34142.7	0.807927	0.304246	81.4612
138.999	90.3511	42278.5	34154.1	0.807837	0.304163	81.5757
139.099	90.3163	42297.4	34165.5	0.807746	0.30408	81.6902
139.199	90.2815	42316.3	34176.9	0.807654	0.303998	81.8049
139.299	90.2466	42335.2	34188.2	0.807561	0.303915	81.9196
139.399	90.2116	42354.1	34199.5	0.807467	0.303833	82.0344
139.499	90.1766	42373	34210.8	0.807372	0.303751	82.1493
139.599	90.1414	42391.9	34222	0.807276	0.303668	82.2642
139.699	90.1062	42410.8	34233.1	0.807178	0.303586	82.3792
139.799	90.071	42429.7	34244.2	0.80708	0.303505	82.4944
139.899	90.0356	42448.6	34255.3	0.806981	0.303423	82.6096
139.999	90.0002	42467.5	34266.3	0.806881	0.303341	82.7249
140.099	89.9648	42486.4	34277.2	0.80678	0.303259	82.8402
140.199	89.9292	42505.4	34288.1	0.806678	0.303178	82.9557
140.299	89.8936	42524.3	34299	0.806575	0.303097	83.0712
140.399	89.8579	42543.2	34309.8	0.806471	0.303015	83.1868
140.499	89.8222	42562.1	34320.6	0.806366	0.302934	83.3025
140.599	89.7863	42581	34331.3	0.80626	0.302853	83.4183
140.699	89.7504	42599.9	34342	0.806153	0.302772	83.5342
140.799	89.7145	42618.8	34352.7	0.806045	0.302692	83.6501
140.899	89.6784	42637.7	34363.3	0.805936	0.302611	83.7662
140.999	89.6423	42656.6	34373.8	0.805826	0.30253	83.8823
141.099	89.6062	42675.5	34384.3	0.805715	0.30245	83.9985
141.199	89.5699	42694.4	34394.7	0.805603	0.30237	84.1147
141.299	89.5336	42713.3	34405.2	0.80549	0.302289	84.2311
141.399	89.4972	42732.2	34415.5	0.805376	0.302209	84.3475
141.499	89.4607	42751.1	34425.8	0.805261	0.302129	84.4641
141.599	89.4242	42770	34436.1	0.805145	0.30205	84.5807
141.699	89.3876	42789	34446.3	0.805028	0.30197	84.6974
141.799	89.351	42807.9	34456.5	0.80491	0.30189	84.8141
141.899	89.3142	42826.8	34466.6	0.804791	0.301811	84.931
141.999	89.2774	42845.7	34476.7	0.804671	0.301731	85.0479
142.099	89.2405	42864.6	34486.7	0.80455	0.301652	85.1649
142.199	89.2036	42883.5	34496.7	0.804428	0.301573	85.282
