144.7,88.2363

Dokładność doboru,2.78103,Waga,0.8
Sprawność dal założonego punktu pracy,0.797404,Waga,0.6
Moc na metr sześcienny przepływu,3.35685,Waga,0.3
Ocena doboru,0.716592
