156.75,103.198

Dokładność doboru,0.640363,Waga,0.8
Sprawność dal założonego punktu pracy,0.73339,Waga,0.6
Moc na metr sześcienny przepływu,2.60177,Waga,0.3
Ocena doboru,0.674971
